StyleCode,Variant1_Option_Code,Variant2_Option_Code,Variant3_Option_Code,Variant4_Option_Code,Variant5_Option_Code,USD_Price
B2016,09,12,1000,,,7685
B2016,09,13,1000,,,6685
B2016,09,14,1000,,,5985
B2016,09,15,1000,,,5685
B2016,09,16,1000,,,5335
B2016,09,23,1000,,,5585
B2016,09,LG,1000,,,1530
B2016,14,MT,1000,,,1185
B2016,14,12,1000,,,8220
B2016,14,13,1000,,,7220
B2016,14,14,1000,,,6515
B2016,14,15,1000,,,6215
B2016,14,16,1000,,,5865
B2016,14,23,1000,,,6115
B2016,14,LG,1000,,,2065
B2016,18,MT,1000,,,1725
B2016,18,12,1000,,,8760
B2016,18,13,1000,,,7755
B2016,18,14,1000,,,7055
B2016,18,15,1000,,,6755
B2016,18,16,1000,,,6405
B2016,18,23,1000,,,6655
B2016,18,LG,1000,,,2600
B2016,PLAT,MT,1000,,,1855
B2016,PLAT,12,1000,,,8885
B2016,PLAT,13,1000,,,7885
B2016,PLAT,14,1000,,,7185
B2016,PLAT,15,1000,,,6885
B2016,PLAT,16,1000,,,6535
B2016,PLAT,23,1000,,,6785
B2016,PLAT,LG,1000,,,2730
B2017,09,MT,0700,,,480
B2017,09,12,0700,,,4970
B2017,09,LG,0700,,,1575
B2017,14,MT,0700,,,855
B2017,14,12,0700,,,5345
B2017,14,LG,0700,,,1950
B2017,18,MT,0700,,,1230
B2017,18,12,0700,,,5720
B2017,18,LG,0700,,,2325
B2017,PLAT,MT,0700,,,1320
B2017,PLAT,12,0700,,,5810
B2017,PLAT,LG,0700,,,2415
B2018,09,MT,0600,,,510
B2018,09,12,0600,,,4545
B2018,09,LG,0600,,,1455
B2018,14,MT,0600,,,910
B2018,14,12,0600,,,4950
B2018,14,LG,0600,,,1860
B2018,18,MT,0600,,,1320
B2018,18,12,0600,,,5355
B2018,18,LG,0600,,,2265
B2018,PLAT,MT,0600,,,1415
B2018,PLAT,12,0600,,,5450
B2018,PLAT,LG,0600,,,2360
C0003,09,MT,,,,235
C0003,09,12,,,,545
C0003,09,13,,,,520
C0003,09,14,,,,505
C0003,09,15,,,,495
C0003,09,16,,,,475
C0003,09,23,,,,470
C0003,09,LG,,,,350
C0003,14,MT,,,,435
C0003,14,12,,,,750
C0003,14,13,,,,725
C0003,14,14,,,,705
C0003,14,15,,,,695
C0003,14,16,,,,680
C0003,14,23,,,,670
C0003,14,LG,,,,555
C0003,18,MT,,,,640
C0003,18,12,,,,950
C0003,18,13,,,,925
C0003,18,14,,,,910
C0003,18,15,,,,900
C0003,18,16,,,,880
C0003,18,23,,,,875
C0003,18,LG,,,,755
C0003,PLAT,MT,,,,685
C0003,PLAT,12,,,,1000
C0003,PLAT,13,,,,975
C0003,PLAT,14,,,,955
C0003,PLAT,15,,,,950
C0003,PLAT,16,,,,930
C0003,PLAT,23,,,,925
C0003,PLAT,LG,,,,805
C0005,09,MT,,,,165
C0005,09,12,,,,170
C0005,09,13,,,,170
C0005,09,14,,,,170
C0005,09,15,,,,170
C0005,09,16,,,,170
C0005,09,23,,,,170
C0005,09,LG,,,,165
C0005,14,MT,,,,300
C0005,14,12,,,,310
C0005,14,13,,,,305
C0005,14,14,,,,305
C0005,14,15,,,,305
C0005,14,16,,,,305
C0005,14,23,,,,305
C0005,14,LG,,,,305
C0005,18,MT,,,,440
C0005,18,12,,,,445
C0005,18,13,,,,445
C0005,18,14,,,,445
C0005,18,15,,,,445
C0005,18,16,,,,445
C0005,18,23,,,,445
C0005,18,LG,,,,440
C0005,PLAT,MT,,,,470
C0005,PLAT,12,,,,480
C0005,PLAT,13,,,,480
C0005,PLAT,14,,,,480
C0005,PLAT,15,,,,480
C0005,PLAT,16,,,,480
C0005,PLAT,23,,,,480
C0005,PLAT,LG,,,,475
C0007,09,MT,,,,115
C0007,09,12,,,,205
C0007,09,13,,,,195
C0007,09,14,,,,190
C0007,09,15,,,,185
C0007,09,16,,,,180
C0007,09,23,,,,175
C0007,09,LG,,,,135
C0007,14,MT,,,,210
C0007,14,12,,,,295
C0007,14,13,,,,290
C0007,14,14,,,,285
C0007,14,15,,,,280
C0007,14,16,,,,275
C0007,14,23,,,,270
C0007,14,LG,,,,230
C0007,18,MT,,,,305
C0007,18,12,,,,395
C0007,18,13,,,,385
C0007,18,14,,,,380
C0007,18,15,,,,380
C0007,18,16,,,,375
C0007,18,23,,,,370
C0007,18,LG,,,,325
C0007,PLAT,MT,,,,330
C0007,PLAT,12,,,,415
C0007,PLAT,13,,,,410
C0007,PLAT,14,,,,405
C0007,PLAT,15,,,,400
C0007,PLAT,16,,,,395
C0007,PLAT,23,,,,390
C0007,PLAT,LG,,,,350
C0008,09,MT,,,,485
C0008,09,12,,,,1595
C0008,09,13,,,,1530
C0008,09,14,,,,1495
C0008,09,15,,,,1475
C0008,09,16,,,,1410
C0008,09,23,,,,1405
C0008,09,LG,,,,1075
C0008,14,MT,,,,920
C0008,14,12,,,,2030
C0008,14,13,,,,1965
C0008,14,14,,,,1930
C0008,14,15,,,,1905
C0008,14,16,,,,1840
C0008,14,23,,,,1840
C0008,14,LG,,,,1510
C0008,18,MT,,,,1360
C0008,18,12,,,,2470
C0008,18,13,,,,2400
C0008,18,14,,,,2370
C0008,18,15,,,,2345
C0008,18,16,,,,2280
C0008,18,23,,,,2280
C0008,18,LG,,,,1945
C0008,PLAT,MT,,,,1460
C0008,PLAT,12,,,,2575
C0008,PLAT,13,,,,2505
C0008,PLAT,14,,,,2470
C0008,PLAT,15,,,,2450
C0008,PLAT,16,,,,2385
C0008,PLAT,23,,,,2380
C0008,PLAT,LG,,,,2050
C0009,09,MT,,,,130
C0009,09,12,,,,290
C0009,09,13,,,,280
C0009,09,14,,,,275
C0009,09,15,,,,270
C0009,09,16,,,,265
C0009,09,23,,,,260
C0009,09,LG,,,,210
C0009,14,MT,,,,240
C0009,14,12,,,,400
C0009,14,13,,,,390
C0009,14,14,,,,385
C0009,14,15,,,,380
C0009,14,16,,,,370
C0009,14,23,,,,370
C0009,14,LG,,,,320
C0009,18,MT,,,,350
C0009,18,12,,,,510
C0009,18,13,,,,500
C0009,18,14,,,,495
C0009,18,15,,,,490
C0009,18,16,,,,480
C0009,18,23,,,,480
C0009,18,LG,,,,430
C0009,PLAT,MT,,,,375
C0009,PLAT,12,,,,535
C0009,PLAT,13,,,,525
C0009,PLAT,14,,,,520
C0009,PLAT,15,,,,515
C0009,PLAT,16,,,,510
C0009,PLAT,23,,,,505
C0009,PLAT,LG,,,,455
C0010,09,MT,,,,95
C0010,09,12,,,,205
C0010,09,13,,,,200
C0010,09,14,,,,195
C0010,09,15,,,,195
C0010,09,16,,,,190
C0010,09,23,,,,190
C0010,09,LG,,,,155
C0010,14,MT,,,,170
C0010,14,12,,,,280
C0010,14,13,,,,275
C0010,14,14,,,,270
C0010,14,15,,,,270
C0010,14,16,,,,265
C0010,14,23,,,,265
C0010,14,LG,,,,230
C0010,18,MT,,,,245
C0010,18,12,,,,355
C0010,18,13,,,,350
C0010,18,14,,,,345
C0010,18,15,,,,345
C0010,18,16,,,,340
C0010,18,23,,,,340
C0010,18,LG,,,,305
C0010,PLAT,MT,,,,265
C0010,PLAT,12,,,,375
C0010,PLAT,13,,,,370
C0010,PLAT,14,,,,365
C0010,PLAT,15,,,,365
C0010,PLAT,16,,,,355
C0010,PLAT,23,,,,355
C0010,PLAT,LG,,,,325
C0011,09,MT,,,,175
C0011,09,12,,,,290
C0011,09,13,,,,280
C0011,09,14,,,,275
C0011,09,15,,,,270
C0011,09,16,,,,265
C0011,09,23,,,,265
C0011,09,LG,,,,225
C0011,14,MT,,,,320
C0011,14,12,,,,440
C0011,14,13,,,,430
C0011,14,14,,,,420
C0011,14,15,,,,415
C0011,14,16,,,,410
C0011,14,23,,,,410
C0011,14,LG,,,,375
C0011,18,MT,,,,470
C0011,18,12,,,,590
C0011,18,13,,,,580
C0011,18,14,,,,570
C0011,18,15,,,,565
C0011,18,16,,,,560
C0011,18,23,,,,560
C0011,18,LG,,,,525
C0011,PLAT,MT,,,,505
C0011,PLAT,12,,,,625
C0011,PLAT,13,,,,615
C0011,PLAT,14,,,,605
C0011,PLAT,15,,,,600
C0011,PLAT,16,,,,595
C0011,PLAT,23,,,,595
C0011,PLAT,LG,,,,560
C0012,09,MT,,,,125
C0012,09,12,,,,390
C0012,09,13,,,,375
C0012,09,14,,,,370
C0012,09,15,,,,365
C0012,09,16,,,,350
C0012,09,23,,,,350
C0012,09,LG,,,,280
C0012,14,MT,,,,230
C0012,14,12,,,,495
C0012,14,13,,,,480
C0012,14,14,,,,475
C0012,14,15,,,,470
C0012,14,16,,,,455
C0012,14,23,,,,455
C0012,14,LG,,,,385
C0012,18,MT,,,,335
C0012,18,12,,,,600
C0012,18,13,,,,585
C0012,18,14,,,,580
C0012,18,15,,,,575
C0012,18,16,,,,560
C0012,18,23,,,,560
C0012,18,LG,,,,490
C0012,PLAT,MT,,,,360
C0012,PLAT,12,,,,625
C0012,PLAT,13,,,,610
C0012,PLAT,14,,,,605
C0012,PLAT,15,,,,600
C0012,PLAT,16,,,,585
C0012,PLAT,23,,,,585
C0012,PLAT,LG,,,,515
C0014,09,MT,,,,180
C0014,09,12,,,,275
C0014,09,13,,,,270
C0014,09,14,,,,265
C0014,09,15,,,,265
C0014,09,16,,,,260
C0014,09,23,,,,260
C0014,09,LG,,,,230
C0014,14,MT,,,,335
C0014,14,12,,,,430
C0014,14,13,,,,425
C0014,14,14,,,,420
C0014,14,15,,,,420
C0014,14,16,,,,410
C0014,14,23,,,,410
C0014,14,LG,,,,385
C0014,18,MT,,,,495
C0014,18,12,,,,585
C0014,18,13,,,,580
C0014,18,14,,,,575
C0014,18,15,,,,575
C0014,18,16,,,,570
C0014,18,23,,,,570
C0014,18,LG,,,,540
C0014,PLAT,MT,,,,530
C0014,PLAT,12,,,,625
C0014,PLAT,13,,,,620
C0014,PLAT,14,,,,615
C0014,PLAT,15,,,,610
C0014,PLAT,16,,,,605
C0014,PLAT,23,,,,605
C0014,PLAT,LG,,,,580
C0017,09,MT,,,,250
C0017,09,12,,,,650
C0017,09,13,,,,630
C0017,09,14,,,,620
C0017,09,15,,,,610
C0017,09,16,,,,590
C0017,09,23,,,,590
C0017,09,LG,,,,480
C0017,14,MT,,,,465
C0017,14,12,,,,870
C0017,14,13,,,,845
C0017,14,14,,,,835
C0017,14,15,,,,830
C0017,14,16,,,,805
C0017,14,23,,,,805
C0017,14,LG,,,,695
C0017,18,MT,,,,685
C0017,18,12,,,,1090
C0017,18,13,,,,1065
C0017,18,14,,,,1055
C0017,18,15,,,,1050
C0017,18,16,,,,1025
C0017,18,23,,,,1025
C0017,18,LG,,,,915
C0017,PLAT,MT,,,,740
C0017,PLAT,12,,,,1140
C0017,PLAT,13,,,,1120
C0017,PLAT,14,,,,1110
C0017,PLAT,15,,,,1100
C0017,PLAT,16,,,,1080
C0017,PLAT,23,,,,1080
C0017,PLAT,LG,,,,965
C0018,09,MT,,,,155
C0018,09,12,,,,475
C0018,09,13,,,,460
C0018,09,14,,,,450
C0018,09,15,,,,445
C0018,09,16,,,,425
C0018,09,23,,,,425
C0018,09,LG,,,,335
C0018,14,MT,,,,285
C0018,14,12,,,,610
C0018,14,13,,,,590
C0018,14,14,,,,580
C0018,14,15,,,,575
C0018,14,16,,,,555
C0018,14,23,,,,555
C0018,14,LG,,,,465
C0018,18,MT,,,,420
C0018,18,12,,,,740
C0018,18,13,,,,725
C0018,18,14,,,,715
C0018,18,15,,,,710
C0018,18,16,,,,690
C0018,18,23,,,,690
C0018,18,LG,,,,600
C0018,PLAT,MT,,,,450
C0018,PLAT,12,,,,770
C0018,PLAT,13,,,,755
C0018,PLAT,14,,,,745
C0018,PLAT,15,,,,740
C0018,PLAT,16,,,,720
C0018,PLAT,23,,,,720
C0018,PLAT,LG,,,,630
C0022,09,MT,,,,110
C0022,09,12,,,,545
C0022,09,13,,,,540
C0022,09,14,,,,535
C0022,09,15,,,,535
C0022,09,16,,,,530
C0022,09,23,,,,530
C0022,09,LG,,,,255
C0022,14,MT,,,,200
C0022,14,12,,,,635
C0022,14,13,,,,630
C0022,14,14,,,,625
C0022,14,15,,,,625
C0022,14,16,,,,620
C0022,14,23,,,,620
C0022,14,LG,,,,345
C0022,18,MT,,,,290
C0022,18,12,,,,725
C0022,18,13,,,,720
C0022,18,14,,,,715
C0022,18,15,,,,715
C0022,18,16,,,,710
C0022,18,23,,,,710
C0022,18,LG,,,,440
C0022,PLAT,MT,,,,315
C0022,PLAT,12,,,,745
C0022,PLAT,13,,,,740
C0022,PLAT,14,,,,735
C0022,PLAT,15,,,,735
C0022,PLAT,16,,,,730
C0022,PLAT,23,,,,730
C0022,PLAT,LG,,,,460
C0023,09,MT,,,,90
C0023,09,12,,,,265
C0023,09,13,,,,255
C0023,09,14,,,,250
C0023,09,15,,,,245
C0023,09,16,,,,235
C0023,09,23,,,,235
C0023,09,LG,,,,185
C0023,14,MT,,,,155
C0023,14,12,,,,335
C0023,14,13,,,,325
C0023,14,14,,,,320
C0023,14,15,,,,315
C0023,14,16,,,,305
C0023,14,23,,,,305
C0023,14,LG,,,,250
C0023,18,MT,,,,225
C0023,18,12,,,,405
C0023,18,13,,,,395
C0023,18,14,,,,390
C0023,18,15,,,,385
C0023,18,16,,,,375
C0023,18,23,,,,375
C0023,18,LG,,,,320
C0023,PLAT,MT,,,,240
C0023,PLAT,12,,,,420
C0023,PLAT,13,,,,410
C0023,PLAT,14,,,,405
C0023,PLAT,15,,,,400
C0023,PLAT,16,,,,390
C0023,PLAT,23,,,,390
C0023,PLAT,LG,,,,335
C0024,09,MT,,,,265
C0024,09,12,,,,550
C0024,09,13,,,,530
C0024,09,14,,,,520
C0024,09,15,,,,515
C0024,09,16,,,,495
C0024,09,23,,,,495
C0024,09,LG,,,,410
C0024,14,MT,,,,500
C0024,14,12,,,,785
C0024,14,13,,,,765
C0024,14,14,,,,750
C0024,14,15,,,,745
C0024,14,16,,,,730
C0024,14,23,,,,730
C0024,14,LG,,,,645
C0024,18,MT,,,,735
C0024,18,12,,,,1020
C0024,18,13,,,,1000
C0024,18,14,,,,985
C0024,18,15,,,,980
C0024,18,16,,,,965
C0024,18,23,,,,965
C0024,18,LG,,,,880
C0024,PLAT,MT,,,,790
C0024,PLAT,12,,,,1075
C0024,PLAT,13,,,,1055
C0024,PLAT,14,,,,1045
C0024,PLAT,15,,,,1035
C0024,PLAT,16,,,,1020
C0024,PLAT,23,,,,1020
C0024,PLAT,LG,,,,935
C0025,09,MT,,,,190
C0025,09,12,,,,280
C0025,09,13,,,,275
C0025,09,14,,,,270
C0025,09,15,,,,265
C0025,09,16,,,,260
C0025,09,23,,,,260
C0025,09,LG,,,,225
C0025,14,MT,,,,350
C0025,14,12,,,,440
C0025,14,13,,,,435
C0025,14,14,,,,430
C0025,14,15,,,,425
C0025,14,16,,,,420
C0025,14,23,,,,420
C0025,14,LG,,,,385
C0025,18,MT,,,,515
C0025,18,12,,,,605
C0025,18,13,,,,600
C0025,18,14,,,,595
C0025,18,15,,,,590
C0025,18,16,,,,585
C0025,18,23,,,,585
C0025,18,LG,,,,550
C0025,PLAT,MT,,,,555
C0025,PLAT,12,,,,645
C0025,PLAT,13,,,,640
C0025,PLAT,14,,,,630
C0025,PLAT,15,,,,630
C0025,PLAT,16,,,,625
C0025,PLAT,23,,,,620
C0025,PLAT,LG,,,,590
C0026,09,MT,,,,115
C0026,09,12,,,,410
C0026,09,13,,,,400
C0026,09,14,,,,395
C0026,09,15,,,,390
C0026,09,16,,,,385
C0026,09,23,,,,385
C0026,09,LG,,,,175
C0026,14,MT,,,,210
C0026,14,12,,,,505
C0026,14,13,,,,495
C0026,14,14,,,,490
C0026,14,15,,,,485
C0026,14,16,,,,480
C0026,14,23,,,,480
C0026,14,LG,,,,270
C0026,18,MT,,,,300
C0026,18,12,,,,600
C0026,18,13,,,,590
C0026,18,14,,,,580
C0026,18,15,,,,580
C0026,18,16,,,,575
C0026,18,23,,,,575
C0026,18,LG,,,,365
C0026,PLAT,MT,,,,325
C0026,PLAT,12,,,,620
C0026,PLAT,13,,,,610
C0026,PLAT,14,,,,605
C0026,PLAT,15,,,,600
C0026,PLAT,16,,,,595
C0026,PLAT,23,,,,595
C0026,PLAT,LG,,,,385
C0027,09,MT,,,,130
C0027,09,12,,,,315
C0027,09,13,,,,300
C0027,09,14,,,,285
C0027,09,15,,,,280
C0027,09,16,,,,270
C0027,09,23,,,,270
C0027,09,LG,,,,205
C0027,14,MT,,,,235
C0027,14,12,,,,420
C0027,14,13,,,,405
C0027,14,14,,,,395
C0027,14,15,,,,385
C0027,14,16,,,,375
C0027,14,23,,,,375
C0027,14,LG,,,,315
C0027,18,MT,,,,345
C0027,18,12,,,,530
C0027,18,13,,,,515
C0027,18,14,,,,500
C0027,18,15,,,,495
C0027,18,16,,,,485
C0027,18,23,,,,485
C0027,18,LG,,,,425
C0027,PLAT,MT,,,,370
C0027,PLAT,12,,,,555
C0027,PLAT,13,,,,540
C0027,PLAT,14,,,,530
C0027,PLAT,15,,,,520
C0027,PLAT,16,,,,510
C0027,PLAT,23,,,,510
C0027,PLAT,LG,,,,450
C0028,09,MT,,,,245
C0028,09,12,,,,380
C0028,09,13,,,,375
C0028,09,14,,,,370
C0028,09,15,,,,370
C0028,09,16,,,,360
C0028,09,23,,,,360
C0028,09,LG,,,,325
C0028,14,MT,,,,455
C0028,14,12,,,,595
C0028,14,13,,,,585
C0028,14,14,,,,585
C0028,14,15,,,,580
C0028,14,16,,,,575
C0028,14,23,,,,575
C0028,14,LG,,,,540
C0028,18,MT,,,,670
C0028,18,12,,,,810
C0028,18,13,,,,800
C0028,18,14,,,,800
C0028,18,15,,,,795
C0028,18,16,,,,790
C0028,18,23,,,,790
C0028,18,LG,,,,755
C0028,PLAT,MT,,,,720
C0028,PLAT,12,,,,860
C0028,PLAT,13,,,,850
C0028,PLAT,14,,,,850
C0028,PLAT,15,,,,845
C0028,PLAT,16,,,,840
C0028,PLAT,23,,,,840
C0028,PLAT,LG,,,,805
C2033,09,MT,,,,970
C2033,09,12,,,,1420
C2033,09,13,,,,1350
C2033,09,14,,,,1305
C2033,09,15,,,,1285
C2033,09,16,,,,1235
C2033,09,23,,,,1260
C2033,09,LG,,,,1020
C2033,14,MT,,,,1845
C2033,14,12,,,,2295
C2033,14,13,,,,2225
C2033,14,14,,,,2180
C2033,14,15,,,,2160
C2033,14,16,,,,2115
C2033,14,23,,,,2135
C2033,14,LG,,,,1895
C2033,18,MT,,,,2730
C2033,18,12,,,,3180
C2033,18,13,,,,3110
C2033,18,14,,,,3065
C2033,18,15,,,,3045
C2033,18,16,,,,3000
C2033,18,23,,,,3020
C2033,18,LG,,,,2780
C2033,PLAT,MT,,,,2940
C2033,PLAT,12,,,,3390
C2033,PLAT,13,,,,3320
C2033,PLAT,14,,,,3275
C2033,PLAT,15,,,,3255
C2033,PLAT,16,,,,3210
C2033,PLAT,23,,,,3230
C2033,PLAT,LG,,,,2990
C2034,09,MT,,,,775
C2034,09,12,,,,1225
C2034,09,13,,,,1155
C2034,09,14,,,,1110
C2034,09,15,,,,1090
C2034,09,16,,,,1045
C2034,09,23,,,,1065
C2034,09,LG,,,,825
C2034,14,MT,,,,1475
C2034,14,12,,,,1930
C2034,14,13,,,,1860
C2034,14,14,,,,1815
C2034,14,15,,,,1795
C2034,14,16,,,,1745
C2034,14,23,,,,1770
C2034,14,LG,,,,1530
C2034,18,MT,,,,2185
C2034,18,12,,,,2635
C2034,18,13,,,,2565
C2034,18,14,,,,2520
C2034,18,15,,,,2500
C2034,18,16,,,,2455
C2034,18,23,,,,2475
C2034,18,LG,,,,2235
C2034,PLAT,MT,,,,2355
C2034,PLAT,12,,,,2805
C2034,PLAT,13,,,,2735
C2034,PLAT,14,,,,2690
C2034,PLAT,15,,,,2670
C2034,PLAT,16,,,,2620
C2034,PLAT,23,,,,2645
C2034,PLAT,LG,,,,2405
C2035,09,MT,,,,775
C2035,09,12,,,,1105
C2035,09,13,,,,1075
C2035,09,14,,,,1055
C2035,09,15,,,,1045
C2035,09,16,,,,1025
C2035,09,23,,,,1020
C2035,09,LG,,,,905
C2035,14,MT,,,,1475
C2035,14,12,,,,1805
C2035,14,13,,,,1775
C2035,14,14,,,,1755
C2035,14,15,,,,1745
C2035,14,16,,,,1725
C2035,14,23,,,,1720
C2035,14,LG,,,,1605
C2035,18,MT,,,,2185
C2035,18,12,,,,2515
C2035,18,13,,,,2485
C2035,18,14,,,,2465
C2035,18,15,,,,2450
C2035,18,16,,,,2430
C2035,18,23,,,,2430
C2035,18,LG,,,,2315
C2035,PLAT,MT,,,,2355
C2035,PLAT,12,,,,2680
C2035,PLAT,13,,,,2650
C2035,PLAT,14,,,,2630
C2035,PLAT,15,,,,2620
C2035,PLAT,16,,,,2600
C2035,PLAT,23,,,,2600
C2035,PLAT,LG,,,,2480
C2036,09,MT,,,,380
C2036,09,12,,,,485
C2036,09,13,,,,480
C2036,09,14,,,,475
C2036,09,15,,,,470
C2036,09,16,,,,465
C2036,09,23,,,,465
C2036,09,LG,,,,430
C2036,14,MT,,,,715
C2036,14,12,,,,820
C2036,14,13,,,,815
C2036,14,14,,,,810
C2036,14,15,,,,805
C2036,14,16,,,,800
C2036,14,23,,,,800
C2036,14,LG,,,,765
C2036,18,MT,,,,1050
C2036,18,12,,,,1160
C2036,18,13,,,,1150
C2036,18,14,,,,1145
C2036,18,15,,,,1145
C2036,18,16,,,,1140
C2036,18,23,,,,1140
C2036,18,LG,,,,1105
C2036,PLAT,MT,,,,1130
C2036,PLAT,12,,,,1240
C2036,PLAT,13,,,,1230
C2036,PLAT,14,,,,1225
C2036,PLAT,15,,,,1225
C2036,PLAT,16,,,,1220
C2036,PLAT,23,,,,1220
C2036,PLAT,LG,,,,1185
C2037,09,MT,,,,215
C2037,09,12,,,,330
C2037,09,13,,,,320
C2037,09,14,,,,315
C2037,09,15,,,,310
C2037,09,16,,,,305
C2037,09,23,,,,305
C2037,09,LG,,,,270
C2037,14,MT,,,,405
C2037,14,12,,,,515
C2037,14,13,,,,510
C2037,14,14,,,,500
C2037,14,15,,,,500
C2037,14,16,,,,495
C2037,14,23,,,,495
C2037,14,LG,,,,460
C2037,18,MT,,,,595
C2037,18,12,,,,705
C2037,18,13,,,,695
C2037,18,14,,,,690
C2037,18,15,,,,690
C2037,18,16,,,,680
C2037,18,23,,,,680
C2037,18,LG,,,,650
C2037,PLAT,MT,,,,640
C2037,PLAT,12,,,,750
C2037,PLAT,13,,,,740
C2037,PLAT,14,,,,735
C2037,PLAT,15,,,,735
C2037,PLAT,16,,,,725
C2037,PLAT,23,,,,725
C2037,PLAT,LG,,,,690
C2038,09,MT,,,,395
C2038,09,12,,,,590
C2038,09,13,,,,570
C2038,09,14,,,,560
C2038,09,15,,,,550
C2038,09,16,,,,540
C2038,09,23,,,,540
C2038,09,LG,,,,480
C2038,14,MT,,,,750
C2038,14,12,,,,940
C2038,14,13,,,,925
C2038,14,14,,,,910
C2038,14,15,,,,905
C2038,14,16,,,,895
C2038,14,23,,,,895
C2038,14,LG,,,,835
C2038,18,MT,,,,1105
C2038,18,12,,,,1295
C2038,18,13,,,,1280
C2038,18,14,,,,1265
C2038,18,15,,,,1260
C2038,18,16,,,,1250
C2038,18,23,,,,1250
C2038,18,LG,,,,1190
C2038,PLAT,MT,,,,1190
C2038,PLAT,12,,,,1380
C2038,PLAT,13,,,,1365
C2038,PLAT,14,,,,1350
C2038,PLAT,15,,,,1345
C2038,PLAT,16,,,,1335
C2038,PLAT,23,,,,1335
C2038,PLAT,LG,,,,1275
CSS01-AQU,09,MT,,,,485
CSS01-AQU,09,12,,,,545
CSS01-AQU,09,13,,,,540
CSS01-AQU,09,14,,,,540
CSS01-AQU,09,15,,,,535
CSS01-AQU,09,16,,,,535
CSS01-AQU,09,23,,,,535
CSS01-AQU,09,LG,,,,520
CSS01-AQU,14,MT,,,,925
CSS01-AQU,14,12,,,,980
CSS01-AQU,14,13,,,,975
CSS01-AQU,14,14,,,,975
CSS01-AQU,14,15,,,,975
CSS01-AQU,14,16,,,,970
CSS01-AQU,14,23,,,,970
CSS01-AQU,14,LG,,,,955
CSS01-AQU,18,MT,,,,1365
CSS01-AQU,18,12,,,,1420
CSS01-AQU,18,13,,,,1415
CSS01-AQU,18,14,,,,1415
CSS01-AQU,18,15,,,,1415
CSS01-AQU,18,16,,,,1410
CSS01-AQU,18,23,,,,1410
CSS01-AQU,18,LG,,,,1395
CSS01-AQU,PLAT,MT,,,,1465
CSS01-AQU,PLAT,12,,,,1525
CSS01-AQU,PLAT,13,,,,1520
CSS01-AQU,PLAT,14,,,,1520
CSS01-AQU,PLAT,15,,,,1515
CSS01-AQU,PLAT,16,,,,1515
CSS01-AQU,PLAT,23,,,,1515
CSS01-AQU,PLAT,LG,,,,1500
CSS01-ARI,09,MT,,,,485
CSS01-ARI,09,12,,,,535
CSS01-ARI,09,13,,,,530
CSS01-ARI,09,14,,,,530
CSS01-ARI,09,15,,,,530
CSS01-ARI,09,16,,,,525
CSS01-ARI,09,23,,,,525
CSS01-ARI,09,LG,,,,510
CSS01-ARI,14,MT,,,,915
CSS01-ARI,14,12,,,,965
CSS01-ARI,14,13,,,,960
CSS01-ARI,14,14,,,,960
CSS01-ARI,14,15,,,,960
CSS01-ARI,14,16,,,,955
CSS01-ARI,14,23,,,,955
CSS01-ARI,14,LG,,,,945
CSS01-ARI,18,MT,,,,1355
CSS01-ARI,18,12,,,,1405
CSS01-ARI,18,13,,,,1400
CSS01-ARI,18,14,,,,1400
CSS01-ARI,18,15,,,,1400
CSS01-ARI,18,16,,,,1395
CSS01-ARI,18,23,,,,1395
CSS01-ARI,18,LG,,,,1380
CSS01-ARI,PLAT,MT,,,,1460
CSS01-ARI,PLAT,12,,,,1505
CSS01-ARI,PLAT,13,,,,1505
CSS01-ARI,PLAT,14,,,,1500
CSS01-ARI,PLAT,15,,,,1500
CSS01-ARI,PLAT,16,,,,1500
CSS01-ARI,PLAT,23,,,,1500
CSS01-ARI,PLAT,LG,,,,1485
CSS01-CAN,09,MT,,,,525
CSS01-CAN,09,12,,,,585
CSS01-CAN,09,13,,,,585
CSS01-CAN,09,14,,,,580
CSS01-CAN,09,15,,,,580
CSS01-CAN,09,16,,,,575
CSS01-CAN,09,23,,,,575
CSS01-CAN,09,LG,,,,560
CSS01-CAN,14,MT,,,,1000
CSS01-CAN,14,12,,,,1060
CSS01-CAN,14,13,,,,1055
CSS01-CAN,14,14,,,,1055
CSS01-CAN,14,15,,,,1050
CSS01-CAN,14,16,,,,1050
CSS01-CAN,14,23,,,,1050
CSS01-CAN,14,LG,,,,1035
CSS01-CAN,18,MT,,,,1475
CSS01-CAN,18,12,,,,1535
CSS01-CAN,18,13,,,,1530
CSS01-CAN,18,14,,,,1530
CSS01-CAN,18,15,,,,1530
CSS01-CAN,18,16,,,,1525
CSS01-CAN,18,23,,,,1525
CSS01-CAN,18,LG,,,,1510
CSS01-CAN,PLAT,MT,,,,1590
CSS01-CAN,PLAT,12,,,,1650
CSS01-CAN,PLAT,13,,,,1645
CSS01-CAN,PLAT,14,,,,1640
CSS01-CAN,PLAT,15,,,,1640
CSS01-CAN,PLAT,16,,,,1640
CSS01-CAN,PLAT,23,,,,1640
CSS01-CAN,PLAT,LG,,,,1625
CSS01-CAP,09,MT,,,,485
CSS01-CAP,09,12,,,,545
CSS01-CAP,09,13,,,,540
CSS01-CAP,09,14,,,,540
CSS01-CAP,09,15,,,,540
CSS01-CAP,09,16,,,,535
CSS01-CAP,09,23,,,,535
CSS01-CAP,09,LG,,,,520
CSS01-CAP,14,MT,,,,925
CSS01-CAP,14,12,,,,980
