StyleCode,Variant1_Option_Code,Variant2_Option_Code,Variant3_Option_Code,Variant4_Option_Code,Variant5_Option_Code,USD_Price
P2022,18,14,0046,,,860
P2022,18,15,0046,,,845
P2022,18,16,0046,,,835
P2022,18,23,0046,,,835
P2022,18,LG,0046,,,540
P2022,PLAT,MT,0046,,,530
P2022,PLAT,12,0046,,,1090
P2022,PLAT,13,0046,,,980
P2022,PLAT,14,0046,,,895
P2022,PLAT,15,0046,,,885
P2022,PLAT,16,0046,,,870
P2022,PLAT,23,0046,,,870
P2022,PLAT,LG,0046,,,575
P2022,09,MT,0050,,,180
P2022,09,12,0050,,,825
P2022,09,13,0050,,,705
P2022,09,14,0050,,,610
P2022,09,15,0050,,,585
P2022,09,16,0050,,,560
P2022,09,23,0050,,,560
P2022,09,LG,0050,,,230
P2022,14,MT,0050,,,335
P2022,14,12,0050,,,980
P2022,14,13,0050,,,860
P2022,14,14,0050,,,765
P2022,14,15,0050,,,740
P2022,14,16,0050,,,715
P2022,14,23,0050,,,715
P2022,14,LG,0050,,,385
P2022,18,MT,0050,,,495
P2022,18,12,0050,,,1135
P2022,18,13,0050,,,1015
P2022,18,14,0050,,,925
P2022,18,15,0050,,,895
P2022,18,16,0050,,,870
P2022,18,23,0050,,,870
P2022,18,LG,0050,,,545
P2022,PLAT,MT,0050,,,530
P2022,PLAT,12,0050,,,1175
P2022,PLAT,13,0050,,,1055
P2022,PLAT,14,0050,,,960
P2022,PLAT,15,0050,,,935
P2022,PLAT,16,0050,,,910
P2022,PLAT,23,0050,,,910
P2022,PLAT,LG,0050,,,580
P2022,09,MT,0060,,,180
P2022,09,12,0060,,,975
P2022,09,13,0060,,,825
P2022,09,14,0060,,,715
P2022,09,15,0060,,,685
P2022,09,16,0060,,,655
P2022,09,23,0060,,,625
P2022,09,LG,0060,,,240
P2022,14,MT,0060,,,335
P2022,14,12,0060,,,1130
P2022,14,13,0060,,,980
P2022,14,14,0060,,,870
P2022,14,15,0060,,,840
P2022,14,16,0060,,,810
P2022,14,23,0060,,,780
P2022,14,LG,0060,,,395
P2022,18,MT,0060,,,495
P2022,18,12,0060,,,1290
P2022,18,13,0060,,,1135
P2022,18,14,0060,,,1030
P2022,18,15,0060,,,995
P2022,18,16,0060,,,965
P2022,18,23,0060,,,935
P2022,18,LG,0060,,,550
P2022,PLAT,MT,0060,,,530
P2022,PLAT,12,0060,,,1325
P2022,PLAT,13,0060,,,1175
P2022,PLAT,14,0060,,,1065
P2022,PLAT,15,0060,,,1035
P2022,PLAT,16,0060,,,1005
P2022,PLAT,23,0060,,,970
P2022,PLAT,LG,0060,,,590
P2022,09,MT,0070,,,195
P2022,09,12,0070,,,1265
P2022,09,13,0070,,,1115
P2022,09,14,0070,,,1000
P2022,09,15,0070,,,960
P2022,09,16,0070,,,885
P2022,09,23,0070,,,885
P2022,09,LG,0070,,,265
P2022,14,MT,0070,,,360
P2022,14,12,0070,,,1430
P2022,14,13,0070,,,1280
P2022,14,14,0070,,,1165
P2022,14,15,0070,,,1125
P2022,14,16,0070,,,1050
P2022,14,23,0070,,,1050
P2022,14,LG,0070,,,430
P2022,18,MT,0070,,,525
P2022,18,12,0070,,,1600
P2022,18,13,0070,,,1445
P2022,18,14,0070,,,1330
P2022,18,15,0070,,,1295
P2022,18,16,0070,,,1220
P2022,18,23,0070,,,1220
P2022,18,LG,0070,,,600
P2022,PLAT,MT,0070,,,565
P2022,PLAT,12,0070,,,1640
P2022,PLAT,13,0070,,,1485
P2022,PLAT,14,0070,,,1370
P2022,PLAT,15,0070,,,1335
P2022,PLAT,16,0070,,,1260
P2022,PLAT,23,0070,,,1260
P2022,PLAT,LG,0070,,,640
P2022,09,MT,0080,,,195
P2022,09,12,0080,,,1500
P2022,09,13,0080,,,1335
P2022,09,14,0080,,,1215
P2022,09,15,0080,,,1135
P2022,09,16,0080,,,1010
P2022,09,23,0080,,,930
P2022,09,LG,0080,,,270
P2022,14,MT,0080,,,360
P2022,14,12,0080,,,1665
P2022,14,13,0080,,,1500
P2022,14,14,0080,,,1380
P2022,14,15,0080,,,1300
P2022,14,16,0080,,,1175
P2022,14,23,0080,,,1095
P2022,14,LG,0080,,,435
P2022,18,MT,0080,,,525
P2022,18,12,0080,,,1830
P2022,18,13,0080,,,1670
P2022,18,14,0080,,,1545
P2022,18,15,0080,,,1465
P2022,18,16,0080,,,1345
P2022,18,23,0080,,,1265
P2022,18,LG,0080,,,605
P2022,PLAT,MT,0080,,,565
P2022,PLAT,12,0080,,,1870
P2022,PLAT,13,0080,,,1710
P2022,PLAT,14,0080,,,1585
P2022,PLAT,15,0080,,,1505
P2022,PLAT,16,0080,,,1385
P2022,PLAT,23,0080,,,1305
P2022,PLAT,LG,0080,,,645
P2022,09,MT,0090,,,205
P2022,09,LG,0090,,,295
P2022,14,MT,0090,,,380
P2022,14,LG,0090,,,470
P2022,18,MT,0090,,,560
P2022,18,LG,0090,,,650
P2022,PLAT,MT,0090,,,600
P2022,PLAT,LG,0090,,,690
P2022,09,MT,0100,,,205
P2022,09,LG,0100,,,310
P2022,14,MT,0100,,,380
P2022,14,LG,0100,,,485
P2022,18,MT,0100,,,560
P2022,18,LG,0100,,,660
P2022,PLAT,MT,0100,,,600
P2022,PLAT,LG,0100,,,705
P2022,09,MT,0120,,,205
P2022,09,LG,0120,,,340
P2022,14,MT,0120,,,380
P2022,14,LG,0120,,,515
P2022,18,MT,0120,,,560
P2022,18,LG,0120,,,695
P2022,PLAT,MT,0120,,,600
P2022,PLAT,LG,0120,,,735
P2022,09,MT,0150,,,225
P2022,09,LG,0150,,,405
P2022,14,MT,0150,,,425
P2022,14,LG,0150,,,600
P2022,18,MT,0150,,,620
P2022,18,LG,0150,,,800
P2022,PLAT,MT,0150,,,670
P2022,PLAT,LG,0150,,,845
P2022,09,MT,0170,,,225
P2022,09,LG,0170,,,435
P2022,14,MT,0170,,,425
P2022,14,LG,0170,,,630
P2022,18,MT,0170,,,620
P2022,18,LG,0170,,,830
P2022,PLAT,MT,0170,,,670
P2022,PLAT,LG,0170,,,875
P2022,09,MT,0200,,,240
P2022,09,LG,0200,,,505
P2022,14,MT,0200,,,445
P2022,14,LG,0200,,,710
P2022,18,MT,0200,,,655
P2022,18,LG,0200,,,920
P2022,PLAT,MT,0200,,,705
P2022,PLAT,LG,0200,,,970
P2022,09,MT,0300,,,265
P2022,09,LG,0300,,,725
P2022,14,MT,0300,,,500
P2022,14,LG,0300,,,955
P2022,18,MT,0300,,,735
P2022,18,LG,0300,,,1195
P2022,PLAT,MT,0300,,,790
P2022,PLAT,LG,0300,,,1250
P2022,09,MT,0400,,,295
P2022,09,LG,0400,,,945
P2022,14,MT,0400,,,555
P2022,14,LG,0400,,,1200
P2022,18,MT,0400,,,815
P2022,18,LG,0400,,,1465
P2022,PLAT,MT,0400,,,875
P2022,PLAT,LG,0400,,,1525
P2023,09,MT,0010,,,165
P2023,09,12,0010,,,235
P2023,09,13,0010,,,230
P2023,09,14,0010,,,225
P2023,09,15,0010,,,225
P2023,09,16,0010,,,215
P2023,09,23,0010,,,220
P2023,09,LG,0010,,,175
P2023,14,MT,0010,,,305
P2023,14,12,0010,,,375
P2023,14,13,0010,,,370
P2023,14,14,0010,,,365
P2023,14,15,0010,,,365
P2023,14,16,0010,,,355
P2023,14,23,0010,,,360
P2023,14,LG,0010,,,310
P2023,18,MT,0010,,,445
P2023,18,12,0010,,,520
P2023,18,13,0010,,,510
P2023,18,14,0010,,,505
P2023,18,15,0010,,,505
P2023,18,16,0010,,,495
P2023,18,23,0010,,,500
P2023,18,LG,0010,,,455
P2023,PLAT,MT,0010,,,480
P2023,PLAT,12,0010,,,550
P2023,PLAT,13,0010,,,545
P2023,PLAT,14,0010,,,540
P2023,PLAT,15,0010,,,535
P2023,PLAT,16,0010,,,530
P2023,PLAT,23,0010,,,535
P2023,PLAT,LG,0010,,,485
P2023,09,MT,0015,,,165
P2023,09,12,0015,,,275
P2023,09,13,0015,,,270
P2023,09,14,0015,,,260
P2023,09,15,0015,,,255
P2023,09,16,0015,,,245
P2023,09,23,0015,,,245
P2023,09,LG,0015,,,175
P2023,14,MT,0015,,,305
P2023,14,12,0015,,,415
P2023,14,13,0015,,,410
P2023,14,14,0015,,,400
P2023,14,15,0015,,,395
P2023,14,16,0015,,,385
P2023,14,23,0015,,,385
P2023,14,LG,0015,,,315
P2023,18,MT,0015,,,445
P2023,18,12,0015,,,555
P2023,18,13,0015,,,550
P2023,18,14,0015,,,540
P2023,18,15,0015,,,535
P2023,18,16,0015,,,525
P2023,18,23,0015,,,530
P2023,18,LG,0015,,,455
P2023,PLAT,MT,0015,,,480
P2023,PLAT,12,0015,,,590
P2023,PLAT,13,0015,,,580
P2023,PLAT,14,0015,,,575
P2023,PLAT,15,0015,,,570
P2023,PLAT,16,0015,,,560
P2023,PLAT,23,0015,,,560
P2023,PLAT,LG,0015,,,490
P2023,09,MT,0020,,,170
P2023,09,12,0020,,,330
P2023,09,13,0020,,,315
P2023,09,14,0020,,,300
P2023,09,15,0020,,,295
P2023,09,16,0020,,,280
P2023,09,23,0020,,,290
P2023,09,LG,0020,,,185
P2023,14,MT,0020,,,315
P2023,14,12,0020,,,475
P2023,14,13,0020,,,460
P2023,14,14,0020,,,445
P2023,14,15,0020,,,440
P2023,14,16,0020,,,425
P2023,14,23,0020,,,435
P2023,14,LG,0020,,,330
P2023,18,MT,0020,,,460
P2023,18,12,0020,,,620
P2023,18,13,0020,,,605
P2023,18,14,0020,,,595
P2023,18,15,0020,,,585
P2023,18,16,0020,,,570
P2023,18,23,0020,,,580
P2023,18,LG,0020,,,475
P2023,PLAT,MT,0020,,,495
P2023,PLAT,12,0020,,,655
P2023,PLAT,13,0020,,,640
P2023,PLAT,14,0020,,,625
P2023,PLAT,15,0020,,,620
P2023,PLAT,16,0020,,,605
P2023,PLAT,23,0020,,,615
P2023,PLAT,LG,0020,,,510
P2023,09,MT,0025,,,170
P2023,09,12,0025,,,390
P2023,09,13,0025,,,370
P2023,09,14,0025,,,350
P2023,09,15,0025,,,335
P2023,09,16,0025,,,320
P2023,09,23,0025,,,325
P2023,09,LG,0025,,,195
P2023,14,MT,0025,,,315
P2023,14,12,0025,,,535
P2023,14,13,0025,,,515
P2023,14,14,0025,,,495
P2023,14,15,0025,,,480
P2023,14,16,0025,,,465
P2023,14,23,0025,,,470
P2023,14,LG,0025,,,335
P2023,18,MT,0025,,,460
P2023,18,12,0025,,,680
P2023,18,13,0025,,,660
P2023,18,14,0025,,,645
P2023,18,15,0025,,,630
P2023,18,16,0025,,,610
P2023,18,23,0025,,,615
P2023,18,LG,0025,,,485
P2023,PLAT,MT,0025,,,495
P2023,PLAT,12,0025,,,715
P2023,PLAT,13,0025,,,695
P2023,PLAT,14,0025,,,680
P2023,PLAT,15,0025,,,660
P2023,PLAT,16,0025,,,645
P2023,PLAT,23,0025,,,650
P2023,PLAT,LG,0025,,,520
P2023,09,MT,0030,,,175
P2023,09,12,0030,,,435
P2023,09,13,0030,,,415
P2023,09,14,0030,,,395
P2023,09,15,0030,,,375
P2023,09,16,0030,,,355
P2023,09,23,0030,,,360
P2023,09,LG,0030,,,205
P2023,14,MT,0030,,,325
P2023,14,12,0030,,,585
P2023,14,13,0030,,,565
P2023,14,14,0030,,,540
P2023,14,15,0030,,,525
P2023,14,16,0030,,,505
P2023,14,23,0030,,,510
P2023,14,LG,0030,,,350
P2023,18,MT,0030,,,480
P2023,18,12,0030,,,735
P2023,18,13,0030,,,715
P2023,18,14,0030,,,695
P2023,18,15,0030,,,675
P2023,18,16,0030,,,655
P2023,18,23,0030,,,660
P2023,18,LG,0030,,,505
P2023,PLAT,MT,0030,,,515
P2023,PLAT,12,0030,,,775
P2023,PLAT,13,0030,,,750
P2023,PLAT,14,0030,,,730
P2023,PLAT,15,0030,,,710
P2023,PLAT,16,0030,,,690
P2023,PLAT,23,0030,,,695
P2023,PLAT,LG,0030,,,540
P2023,09,MT,0036,,,175
P2023,09,12,0036,,,560
P2023,09,13,0036,,,490
P2023,09,14,0036,,,460
P2023,09,15,0036,,,445
P2023,09,16,0036,,,430
P2023,09,23,0036,,,430
P2023,09,LG,0036,,,210
P2023,14,MT,0036,,,325
P2023,14,12,0036,,,710
P2023,14,13,0036,,,640
P2023,14,14,0036,,,610
P2023,14,15,0036,,,595
P2023,14,16,0036,,,580
P2023,14,23,0036,,,580
P2023,14,LG,0036,,,360
P2023,18,MT,0036,,,480
P2023,18,12,0036,,,860
P2023,18,13,0036,,,795
P2023,18,14,0036,,,760
P2023,18,15,0036,,,750
P2023,18,16,0036,,,730
P2023,18,23,0036,,,730
P2023,18,LG,0036,,,510
P2023,PLAT,MT,0036,,,515
P2023,PLAT,12,0036,,,900
P2023,PLAT,13,0036,,,830
P2023,PLAT,14,0036,,,795
P2023,PLAT,15,0036,,,785
P2023,PLAT,16,0036,,,765
P2023,PLAT,23,0036,,,765
P2023,PLAT,LG,0036,,,545
P2023,09,MT,0040,,,175
P2023,09,12,0040,,,600
P2023,09,13,0040,,,525
P2023,09,14,0040,,,490
P2023,09,15,0040,,,475
P2023,09,16,0040,,,455
P2023,09,23,0040,,,455
P2023,09,LG,0040,,,210
P2023,14,MT,0040,,,325
P2023,14,12,0040,,,750
P2023,14,13,0040,,,675
P2023,14,14,0040,,,640
P2023,14,15,0040,,,625
P2023,14,16,0040,,,605
P2023,14,23,0040,,,605
P2023,14,LG,0040,,,360
P2023,18,MT,0040,,,480
P2023,18,12,0040,,,905
P2023,18,13,0040,,,825
P2023,18,14,0040,,,790
P2023,18,15,0040,,,775
P2023,18,16,0040,,,755
P2023,18,23,0040,,,755
P2023,18,LG,0040,,,515
P2023,PLAT,MT,0040,,,515
P2023,PLAT,12,0040,,,940
P2023,PLAT,13,0040,,,865
P2023,PLAT,14,0040,,,825
P2023,PLAT,15,0040,,,815
P2023,PLAT,16,0040,,,790
P2023,PLAT,23,0040,,,790
P2023,PLAT,LG,0040,,,550
P2023,09,MT,0046,,,180
P2023,09,12,0046,,,740
P2023,09,13,0046,,,630
P2023,09,14,0046,,,550
P2023,09,15,0046,,,535
P2023,09,16,0046,,,525
P2023,09,23,0046,,,525
P2023,09,LG,0046,,,225
P2023,14,MT,0046,,,335
P2023,14,12,0046,,,895
P2023,14,13,0046,,,785
P2023,14,14,0046,,,705
P2023,14,15,0046,,,690
P2023,14,16,0046,,,680
P2023,14,23,0046,,,680
P2023,14,LG,0046,,,380
P2023,18,MT,0046,,,495
P2023,18,12,0046,,,1050
P2023,18,13,0046,,,945
P2023,18,14,0046,,,860
P2023,18,15,0046,,,845
P2023,18,16,0046,,,835
P2023,18,23,0046,,,835
P2023,18,LG,0046,,,540
P2023,PLAT,MT,0046,,,530
P2023,PLAT,12,0046,,,1090
P2023,PLAT,13,0046,,,980
P2023,PLAT,14,0046,,,895
P2023,PLAT,15,0046,,,885
P2023,PLAT,16,0046,,,870
P2023,PLAT,23,0046,,,870
P2023,PLAT,LG,0046,,,575
P2023,09,MT,0050,,,180
P2023,09,12,0050,,,825
P2023,09,13,0050,,,705
P2023,09,14,0050,,,610
P2023,09,15,0050,,,585
P2023,09,16,0050,,,560
P2023,09,23,0050,,,560
P2023,09,LG,0050,,,230
P2023,14,MT,0050,,,335
P2023,14,12,0050,,,980
P2023,14,13,0050,,,860
P2023,14,14,0050,,,765
P2023,14,15,0050,,,740
P2023,14,16,0050,,,715
P2023,14,23,0050,,,715
P2023,14,LG,0050,,,385
P2023,18,MT,0050,,,495
P2023,18,12,0050,,,1135
P2023,18,13,0050,,,1015
P2023,18,14,0050,,,925
P2023,18,15,0050,,,895
P2023,18,16,0050,,,870
P2023,18,23,0050,,,870
P2023,18,LG,0050,,,545
P2023,PLAT,MT,0050,,,530
P2023,PLAT,12,0050,,,1175
P2023,PLAT,13,0050,,,1055
P2023,PLAT,14,0050,,,960
P2023,PLAT,15,0050,,,935
P2023,PLAT,16,0050,,,910
P2023,PLAT,23,0050,,,910
P2023,PLAT,LG,0050,,,580
P2023,09,MT,0060,,,180
P2023,09,12,0060,,,975
P2023,09,13,0060,,,825
P2023,09,14,0060,,,715
P2023,09,15,0060,,,685
P2023,09,16,0060,,,655
P2023,09,23,0060,,,625
P2023,09,LG,0060,,,240
P2023,14,MT,0060,,,335
P2023,14,12,0060,,,1130
P2023,14,13,0060,,,980
P2023,14,14,0060,,,870
P2023,14,15,0060,,,840
P2023,14,16,0060,,,810
P2023,14,23,0060,,,780
P2023,14,LG,0060,,,395
P2023,18,MT,0060,,,495
P2023,18,12,0060,,,1290
P2023,18,13,0060,,,1135
P2023,18,14,0060,,,1030
P2023,18,15,0060,,,995
P2023,18,16,0060,,,965
P2023,18,23,0060,,,935
P2023,18,LG,0060,,,550
P2023,PLAT,MT,0060,,,530
P2023,PLAT,12,0060,,,1325
P2023,PLAT,13,0060,,,1175
P2023,PLAT,14,0060,,,1065
P2023,PLAT,15,0060,,,1035
P2023,PLAT,16,0060,,,1005
P2023,PLAT,23,0060,,,970
P2023,PLAT,LG,0060,,,590
P2023,09,MT,0070,,,195
P2023,09,12,0070,,,1265
P2023,09,13,0070,,,1115
P2023,09,14,0070,,,1000
P2023,09,15,0070,,,960
P2023,09,16,0070,,,885
P2023,09,23,0070,,,885
P2023,09,LG,0070,,,265
P2023,14,MT,0070,,,360
P2023,14,12,0070,,,1430
P2023,14,13,0070,,,1280
P2023,14,14,0070,,,1165
P2023,14,15,0070,,,1125
P2023,14,16,0070,,,1050
P2023,14,23,0070,,,1050
P2023,14,LG,0070,,,430
P2023,18,MT,0070,,,525
P2023,18,12,0070,,,1600
P2023,18,13,0070,,,1445
P2023,18,14,0070,,,1330
P2023,18,15,0070,,,1295
P2023,18,16,0070,,,1220
P2023,18,23,0070,,,1220
P2023,18,LG,0070,,,600
P2023,PLAT,MT,0070,,,565
P2023,PLAT,12,0070,,,1640
P2023,PLAT,13,0070,,,1485
P2023,PLAT,14,0070,,,1370
P2023,PLAT,15,0070,,,1335
P2023,PLAT,16,0070,,,1260
P2023,PLAT,23,0070,,,1260
P2023,PLAT,LG,0070,,,640
P2023,09,MT,0080,,,195
P2023,09,12,0080,,,1500
P2023,09,13,0080,,,1335
P2023,09,14,0080,,,1215
P2023,09,15,0080,,,1135
P2023,09,16,0080,,,1010
P2023,09,23,0080,,,930
P2023,09,LG,0080,,,270
P2023,14,MT,0080,,,360
P2023,14,12,0080,,,1665
P2023,14,13,0080,,,1500
P2023,14,14,0080,,,1380
P2023,14,15,0080,,,1300
P2023,14,16,0080,,,1175
P2023,14,23,0080,,,1095
P2023,14,LG,0080,,,435
P2023,18,MT,0080,,,525
P2023,18,12,0080,,,1830
P2023,18,13,0080,,,1670
P2023,18,14,0080,,,1545
P2023,18,15,0080,,,1465
P2023,18,16,0080,,,1345
P2023,18,23,0080,,,1265
P2023,18,LG,0080,,,605
P2023,PLAT,MT,0080,,,565
P2023,PLAT,12,0080,,,1870
P2023,PLAT,13,0080,,,1710
P2023,PLAT,14,0080,,,1585
P2023,PLAT,15,0080,,,1505
P2023,PLAT,16,0080,,,1385
P2023,PLAT,23,0080,,,1305
P2023,PLAT,LG,0080,,,645
P2023,09,MT,0090,,,205
P2023,09,LG,0090,,,295
P2023,14,MT,0090,,,380
P2023,14,LG,0090,,,470
P2023,18,MT,0090,,,560
P2023,18,LG,0090,,,650
P2023,PLAT,MT,0090,,,600
P2023,PLAT,LG,0090,,,690
P2023,09,MT,0100,,,205
P2023,09,LG,0100,,,310
P2023,14,MT,0100,,,380
P2023,14,LG,0100,,,485
P2023,18,MT,0100,,,560
P2023,18,LG,0100,,,660
P2023,PLAT,MT,0100,,,600
P2023,PLAT,LG,0100,,,705
P2023,09,MT,0120,,,205
P2023,09,LG,0120,,,340
P2023,14,MT,0120,,,380
P2023,14,LG,0120,,,515
P2023,18,MT,0120,,,560
P2023,18,LG,0120,,,695
P2023,PLAT,MT,0120,,,600
P2023,PLAT,LG,0120,,,735
P2023,09,MT,0150,,,225
P2023,09,LG,0150,,,405
P2023,14,MT,0150,,,425
P2023,14,LG,0150,,,600
P2023,18,MT,0150,,,620
P2023,18,LG,0150,,,800
P2023,PLAT,MT,0150,,,670
P2023,PLAT,LG,0150,,,845
P2023,09,MT,0170,,,225
P2023,09,LG,0170,,,435
P2023,14,MT,0170,,,425
P2023,14,LG,0170,,,630
P2023,18,MT,0170,,,620
P2023,18,LG,0170,,,830
P2023,PLAT,MT,0170,,,670
P2023,PLAT,LG,0170,,,875
P2023,09,MT,0200,,,240
P2023,09,LG,0200,,,505
P2023,14,MT,0200,,,445
P2023,14,LG,0200,,,710
P2023,18,MT,0200,,,655
P2023,18,LG,0200,,,920
P2023,PLAT,MT,0200,,,705
P2023,PLAT,LG,0200,,,970
P2024,09,MT,0010,,,165
P2024,09,12,0010,,,235
P2024,09,13,0010,,,230
P2024,09,14,0010,,,225
P2024,09,15,0010,,,225
P2024,09,16,0010,,,215
P2024,09,23,0010,,,220
P2024,09,LG,0010,,,175
P2024,14,MT,0010,,,305
P2024,14,12,0010,,,375
P2024,14,13,0010,,,370
P2024,14,14,0010,,,365
P2024,14,15,0010,,,365
P2024,14,16,0010,,,355
P2024,14,23,0010,,,360
P2024,14,LG,0010,,,310
P2024,18,MT,0010,,,445
P2024,18,12,0010,,,520
P2024,18,13,0010,,,510
P2024,18,14,0010,,,505
P2024,18,15,0010,,,505
P2024,18,16,0010,,,495
P2024,18,23,0010,,,500
P2024,18,LG,0010,,,455
P2024,PLAT,MT,0010,,,480
P2024,PLAT,12,0010,,,550
P2024,PLAT,13,0010,,,545
P2024,PLAT,14,0010,,,540
P2024,PLAT,15,0010,,,535
P2024,PLAT,16,0010,,,530
P2024,PLAT,23,0010,,,535
P2024,PLAT,LG,0010,,,485
P2024,09,MT,0015,,,165
P2024,09,12,0015,,,275
P2024,09,13,0015,,,270
P2024,09,14,0015,,,260
P2024,09,15,0015,,,255
P2024,09,16,0015,,,245
P2024,09,23,0015,,,245
P2024,09,LG,0015,,,175
P2024,14,MT,0015,,,305
P2024,14,12,0015,,,415
P2024,14,13,0015,,,410
P2024,14,14,0015,,,400
P2024,14,15,0015,,,395
P2024,14,16,0015,,,385
P2024,14,23,0015,,,385
P2024,14,LG,0015,,,315
P2024,18,MT,0015,,,445
P2024,18,12,0015,,,555
P2024,18,13,0015,,,550
P2024,18,14,0015,,,540
P2024,18,15,0015,,,535
P2024,18,16,0015,,,525
P2024,18,23,0015,,,530
P2024,18,LG,0015,,,455
P2024,PLAT,MT,0015,,,480
P2024,PLAT,12,0015,,,590
P2024,PLAT,13,0015,,,580
P2024,PLAT,14,0015,,,575
P2024,PLAT,15,0015,,,570
P2024,PLAT,16,0015,,,560
P2024,PLAT,23,0015,,,560
P2024,PLAT,LG,0015,,,490
P2024,09,MT,0020,,,170
P2024,09,12,0020,,,330
P2024,09,13,0020,,,315
P2024,09,14,0020,,,300
P2024,09,15,0020,,,295
P2024,09,16,0020,,,280
P2024,09,23,0020,,,290
P2024,09,LG,0020,,,185
P2024,14,MT,0020,,,315
P2024,14,12,0020,,,475
P2024,14,13,0020,,,460
P2024,14,14,0020,,,445
P2024,14,15,0020,,,440
P2024,14,16,0020,,,425
P2024,14,23,0020,,,435
P2024,14,LG,0020,,,330
P2024,18,MT,0020,,,460
P2024,18,12,0020,,,620
P2024,18,13,0020,,,605
P2024,18,14,0020,,,595
P2024,18,15,0020,,,585
P2024,18,16,0020,,,570
P2024,18,23,0020,,,580
P2024,18,LG,0020,,,475
P2024,PLAT,MT,0020,,,495
P2024,PLAT,12,0020,,,655
P2024,PLAT,13,0020,,,640
P2024,PLAT,14,0020,,,625
P2024,PLAT,15,0020,,,620
P2024,PLAT,16,0020,,,605
P2024,PLAT,23,0020,,,615
P2024,PLAT,LG,0020,,,510
P2024,09,MT,0025,,,170
P2024,09,12,0025,,,390
P2024,09,13,0025,,,370
P2024,09,14,0025,,,350
P2024,09,15,0025,,,335
P2024,09,16,0025,,,320
P2024,09,23,0025,,,325
P2024,09,LG,0025,,,195
P2024,14,MT,0025,,,315
P2024,14,12,0025,,,535
P2024,14,13,0025,,,515
P2024,14,14,0025,,,495
P2024,14,15,0025,,,480
P2024,14,16,0025,,,465
P2024,14,23,0025,,,470
P2024,14,LG,0025,,,335
P2024,18,MT,0025,,,460
P2024,18,12,0025,,,680
P2024,18,13,0025,,,660
P2024,18,14,0025,,,645
P2024,18,15,0025,,,630
P2024,18,16,0025,,,610
P2024,18,23,0025,,,615
P2024,18,LG,0025,,,485
P2024,PLAT,MT,0025,,,495
P2024,PLAT,12,0025,,,715
P2024,PLAT,13,0025,,,695
P2024,PLAT,14,0025,,,680
P2024,PLAT,15,0025,,,660
P2024,PLAT,16,0025,,,645
P2024,PLAT,23,0025,,,650
P2024,PLAT,LG,0025,,,520
P2024,09,MT,0030,,,175
P2024,09,12,0030,,,435
P2024,09,13,0030,,,415
P2024,09,14,0030,,,395
P2024,09,15,0030,,,375
P2024,09,16,0030,,,355
P2024,09,23,0030,,,360
P2024,09,LG,0030,,,205
P2024,14,MT,0030,,,325
P2024,14,12,0030,,,585
P2024,14,13,0030,,,565
P2024,14,14,0030,,,540
P2024,14,15,0030,,,525
P2024,14,16,0030,,,505
P2024,14,23,0030,,,510
P2024,14,LG,0030,,,350
P2024,18,MT,0030,,,480
P2024,18,12,0030,,,735
P2024,18,13,0030,,,715
P2024,18,14,0030,,,695
P2024,18,15,0030,,,675
P2024,18,16,0030,,,655
P2024,18,23,0030,,,660
P2024,18,LG,0030,,,505
P2024,PLAT,MT,0030,,,515
P2024,PLAT,12,0030,,,775
P2024,PLAT,13,0030,,,750
P2024,PLAT,14,0030,,,730
P2024,PLAT,15,0030,,,710
P2024,PLAT,16,0030,,,690
P2024,PLAT,23,0030,,,695
P2024,PLAT,LG,0030,,,540
P2024,09,MT,0036,,,175
P2024,09,12,0036,,,560
P2024,09,13,0036,,,490
P2024,09,14,0036,,,460
P2024,09,15,0036,,,445
P2024,09,16,0036,,,430
P2024,09,23,0036,,,430
P2024,09,LG,0036,,,210
P2024,14,MT,0036,,,325
P2024,14,12,0036,,,710
P2024,14,13,0036,,,640
P2024,14,14,0036,,,610
P2024,14,15,0036,,,595
P2024,14,16,0036,,,580
P2024,14,23,0036,,,580
P2024,14,LG,0036,,,360
P2024,18,MT,0036,,,480
P2024,18,12,0036,,,860
P2024,18,13,0036,,,795
P2024,18,14,0036,,,760
P2024,18,15,0036,,,750
P2024,18,16,0036,,,730
P2024,18,23,0036,,,730
P2024,18,LG,0036,,,510
P2024,PLAT,MT,0036,,,515
P2024,PLAT,12,0036,,,900
P2024,PLAT,13,0036,,,830
P2024,PLAT,14,0036,,,795
P2024,PLAT,15,0036,,,785
P2024,PLAT,16,0036,,,765
P2024,PLAT,23,0036,,,765
P2024,PLAT,LG,0036,,,545
P2024,09,MT,0040,,,175
P2024,09,12,0040,,,600
P2024,09,13,0040,,,525
P2024,09,14,0040,,,490
P2024,09,15,0040,,,475
P2024,09,16,0040,,,455
P2024,09,23,0040,,,455
P2024,09,LG,0040,,,210
P2024,14,MT,0040,,,325
P2024,14,12,0040,,,750
P2024,14,13,0040,,,675
P2024,14,14,0040,,,640
P2024,14,15,0040,,,625
P2024,14,16,0040,,,605
P2024,14,23,0040,,,605
P2024,14,LG,0040,,,360
P2024,18,MT,0040,,,480
P2024,18,12,0040,,,905
P2024,18,13,0040,,,825
P2024,18,14,0040,,,790
P2024,18,15,0040,,,775
P2024,18,16,0040,,,755
P2024,18,23,0040,,,755
P2024,18,LG,0040,,,515
P2024,PLAT,MT,0040,,,515
P2024,PLAT,12,0040,,,940
P2024,PLAT,13,0040,,,865
P2024,PLAT,14,0040,,,825
