StyleCode,VariantCode,Shape,Setting,StoneCount,StoneSize,Metal,Quality,Price
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,PLAT,F-G / VS (Mined),2200.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,PLAT,G-H / SI (Mined),1910.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,PLAT,E-F / VS  (Lab Grown),1260.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,10,F-G / VS (Mined),540.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,10,G-H / SI (Mined),465.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,10,E-F / VS  (Lab Grown),375.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,14,F-G / VS (Mined),690.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,14,G-H / SI (Mined),620.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,14,E-F / VS  (Lab Grown),525.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,18,F-G / VS (Mined),850.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,18,G-H / SI (Mined),780.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,18,E-F / VS  (Lab Grown),685.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,PLAT,F-G / VS (Mined),835.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,PLAT,G-H / SI (Mined),765.00
WBRDSP,WBRDSP-140M00,Round,Shared Prong,Eternity,1.4 mm,PLAT,E-F / VS  (Lab Grown),675.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,10,F-G / VS (Mined),925.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,10,G-H / SI (Mined),760.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,10,E-F / VS  (Lab Grown),510.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,14,F-G / VS (Mined),1165.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,14,G-H / SI (Mined),1000.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,14,E-F / VS  (Lab Grown),750.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,18,F-G / VS (Mined),1415.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,18,G-H / SI (Mined),1255.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,18,E-F / VS  (Lab Grown),1005.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,PLAT,F-G / VS (Mined),1395.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,PLAT,G-H / SI (Mined),1230.00
WBRDSP,WBRDSP-190M00,Round,Shared Prong,Eternity,1.9 mm,PLAT,E-F / VS  (Lab Grown),980.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,10,F-G / VS (Mined),1435.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,10,G-H / SI (Mined),1175.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,10,E-F / VS  (Lab Grown),615.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,14,F-G / VS (Mined),1730.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,14,G-H / SI (Mined),1470.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,14,E-F / VS  (Lab Grown),910.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,18,F-G / VS (Mined),2045.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,18,G-H / SI (Mined),1780.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,18,E-F / VS  (Lab Grown),1225.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,PLAT,F-G / VS (Mined),2015.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,PLAT,G-H / SI (Mined),1755.00
WBRDSP,WBRDSP-240M00,Round,Shared Prong,Eternity,2.4 mm,PLAT,E-F / VS  (Lab Grown),1195.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,10,F-G / VS (Mined),1985.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,10,G-H / SI (Mined),1605.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,10,E-F / VS  (Lab Grown),760.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,14,F-G / VS (Mined),2340.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,14,G-H / SI (Mined),1960.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,14,E-F / VS  (Lab Grown),1115.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,18,F-G / VS (Mined),2715.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,18,G-H / SI (Mined),2330.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,18,E-F / VS  (Lab Grown),1490.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,PLAT,F-G / VS (Mined),2680.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,PLAT,G-H / SI (Mined),2300.00
WBRDSP,WBRDSP-270M00,Round,Shared Prong,Eternity,2.7 mm,PLAT,E-F / VS  (Lab Grown),1455.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,10,F-G / VS (Mined),255.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,10,G-H / SI (Mined),245.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,10,E-F / VS  (Lab Grown),235.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,14,F-G / VS (Mined),390.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,14,G-H / SI (Mined),380.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,14,E-F / VS  (Lab Grown),370.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,18,F-G / VS (Mined),530.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,18,G-H / SI (Mined),520.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,18,E-F / VS  (Lab Grown),510.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,PLAT,F-G / VS (Mined),515.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,PLAT,G-H / SI (Mined),505.00
WBRDSP,WBRDSP-140M05,Round,Shared Prong,5 Stone,1.4 mm,PLAT,E-F / VS  (Lab Grown),495.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,10,F-G / VS (Mined),370.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,10,G-H / SI (Mined),350.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,10,E-F / VS  (Lab Grown),310.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,14,F-G / VS (Mined),555.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,14,G-H / SI (Mined),530.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,14,E-F / VS  (Lab Grown),495.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,18,F-G / VS (Mined),750.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,18,G-H / SI (Mined),725.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,18,E-F / VS  (Lab Grown),690.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,PLAT,F-G / VS (Mined),730.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,PLAT,G-H / SI (Mined),705.00
WBRDSP,WBRDSP-190M05,Round,Shared Prong,5 Stone,1.9 mm,PLAT,E-F / VS  (Lab Grown),670.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,10,F-G / VS (Mined),535.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,10,G-H / SI (Mined),480.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,10,E-F / VS  (Lab Grown),375.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,14,F-G / VS (Mined),750.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,14,G-H / SI (Mined),700.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,14,E-F / VS  (Lab Grown),590.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,18,F-G / VS (Mined),980.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,18,G-H / SI (Mined),930.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,18,E-F / VS  (Lab Grown),820.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,PLAT,F-G / VS (Mined),960.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,PLAT,G-H / SI (Mined),910.00
WBRDSP,WBRDSP-240M05,Round,Shared Prong,5 Stone,2.4 mm,PLAT,E-F / VS  (Lab Grown),800.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,10,F-G / VS (Mined),675.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,10,G-H / SI (Mined),600.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,10,E-F / VS  (Lab Grown),440.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,14,F-G / VS (Mined),930.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,14,G-H / SI (Mined),860.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,14,E-F / VS  (Lab Grown),695.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,18,F-G / VS (Mined),1205.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,18,G-H / SI (Mined),1130.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,18,E-F / VS  (Lab Grown),965.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,PLAT,F-G / VS (Mined),1180.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,PLAT,G-H / SI (Mined),1105.00
WBRDSP,WBRDSP-270M05,Round,Shared Prong,5 Stone,2.7 mm,PLAT,E-F / VS  (Lab Grown),940.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,10,F-G / VS (Mined),275.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,10,G-H / SI (Mined),265.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,10,E-F / VS  (Lab Grown),250.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,14,F-G / VS (Mined),415.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,14,G-H / SI (Mined),405.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,14,E-F / VS  (Lab Grown),390.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,18,F-G / VS (Mined),565.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,18,G-H / SI (Mined),555.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,18,E-F / VS  (Lab Grown),540.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,PLAT,F-G / VS (Mined),550.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,PLAT,G-H / SI (Mined),540.00
WBRDSP,WBRDSP-140M07,Round,Shared Prong,7 Stone,1.4 mm,PLAT,E-F / VS  (Lab Grown),525.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,10,F-G / VS (Mined),420.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,10,G-H / SI (Mined),385.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,10,E-F / VS  (Lab Grown),335.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,14,F-G / VS (Mined),610.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,14,G-H / SI (Mined),580.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,14,E-F / VS  (Lab Grown),525.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,18,F-G / VS (Mined),815.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,18,G-H / SI (Mined),780.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,18,E-F / VS  (Lab Grown),730.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,PLAT,F-G / VS (Mined),795.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,PLAT,G-H / SI (Mined),765.00
WBRDSP,WBRDSP-190M07,Round,Shared Prong,7 Stone,1.9 mm,PLAT,E-F / VS  (Lab Grown),710.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,10,F-G / VS (Mined),625.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,10,G-H / SI (Mined),555.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,10,E-F / VS  (Lab Grown),400.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,14,F-G / VS (Mined),855.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,14,G-H / SI (Mined),785.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,14,E-F / VS  (Lab Grown),630.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,18,F-G / VS (Mined),1100.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,18,G-H / SI (Mined),1025.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,18,E-F / VS  (Lab Grown),875.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,PLAT,F-G / VS (Mined),1075.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,PLAT,G-H / SI (Mined),1005.00
WBRDSP,WBRDSP-240M07,Round,Shared Prong,7 Stone,2.4 mm,PLAT,E-F / VS  (Lab Grown),855.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,10,F-G / VS (Mined),805.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,10,G-H / SI (Mined),700.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,10,E-F / VS  (Lab Grown),475.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,14,F-G / VS (Mined),1075.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,14,G-H / SI (Mined),975.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,14,E-F / VS  (Lab Grown),745.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,18,F-G / VS (Mined),1360.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,18,G-H / SI (Mined),1260.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,18,E-F / VS  (Lab Grown),1030.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,PLAT,F-G / VS (Mined),1335.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,PLAT,G-H / SI (Mined),1235.00
WBRDSP,WBRDSP-270M07,Round,Shared Prong,7 Stone,2.7 mm,PLAT,E-F / VS  (Lab Grown),1005.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,10,F-G / VS (Mined),380.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,10,G-H / SI (Mined),345.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,10,E-F / VS  (Lab Grown),300.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,14,F-G / VS (Mined),525.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,14,G-H / SI (Mined),490.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,14,E-F / VS  (Lab Grown),440.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,18,F-G / VS (Mined),675.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,18,G-H / SI (Mined),640.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,18,E-F / VS  (Lab Grown),595.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,PLAT,F-G / VS (Mined),660.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,PLAT,G-H / SI (Mined),625.00
WBRDSP,WBRDSP-140M50,Round,Shared Prong,50%,1.4 mm,PLAT,E-F / VS  (Lab Grown),580.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,10,F-G / VS (Mined),605.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,10,G-H / SI (Mined),520.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,10,E-F / VS  (Lab Grown),400.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,14,F-G / VS (Mined),815.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,14,G-H / SI (Mined),730.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,14,E-F / VS  (Lab Grown),610.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,18,F-G / VS (Mined),1035.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,18,G-H / SI (Mined),955.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,18,E-F / VS  (Lab Grown),830.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,PLAT,F-G / VS (Mined),1015.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,PLAT,G-H / SI (Mined),935.00
WBRDSP,WBRDSP-190M50,Round,Shared Prong,50%,1.9 mm,PLAT,E-F / VS  (Lab Grown),810.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,10,F-G / VS (Mined),885.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,10,G-H / SI (Mined),755.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,10,E-F / VS  (Lab Grown),475.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,14,F-G / VS (Mined),1140.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,14,G-H / SI (Mined),1010.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,14,E-F / VS  (Lab Grown),725.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,18,F-G / VS (Mined),1410.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,18,G-H / SI (Mined),1275.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,18,E-F / VS  (Lab Grown),995.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,PLAT,F-G / VS (Mined),1385.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,PLAT,G-H / SI (Mined),1250.00
WBRDSP,WBRDSP-240M50,Round,Shared Prong,50%,2.4 mm,PLAT,E-F / VS  (Lab Grown),970.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,10,F-G / VS (Mined),1175.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,10,G-H / SI (Mined),985.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,10,E-F / VS  (Lab Grown),565.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,14,F-G / VS (Mined),1470.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,14,G-H / SI (Mined),1280.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,14,E-F / VS  (Lab Grown),860.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,18,F-G / VS (Mined),1780.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,18,G-H / SI (Mined),1590.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,18,E-F / VS  (Lab Grown),1170.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,PLAT,F-G / VS (Mined),1755.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,PLAT,G-H / SI (Mined),1565.00
WBRDSP,WBRDSP-270M50,Round,Shared Prong,50%,2.7 mm,PLAT,E-F / VS  (Lab Grown),1140.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,10,F-G / VS (Mined),465.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,10,G-H / SI (Mined),410.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,10,E-F / VS  (Lab Grown),340.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,14,F-G / VS (Mined),610.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,14,G-H / SI (Mined),555.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,14,E-F / VS  (Lab Grown),485.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,18,F-G / VS (Mined),770.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,18,G-H / SI (Mined),715.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,18,E-F / VS  (Lab Grown),645.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,PLAT,F-G / VS (Mined),755.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,PLAT,G-H / SI (Mined),700.00
WBRDSP,WBRDSP-140M75,Round,Shared Prong,75%,1.4 mm,PLAT,E-F / VS  (Lab Grown),630.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,10,F-G / VS (Mined),770.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,10,G-H / SI (Mined),645.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,10,E-F / VS  (Lab Grown),455.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,14,F-G / VS (Mined),995.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,14,G-H / SI (Mined),870.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,14,E-F / VS  (Lab Grown),675.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,18,F-G / VS (Mined),1230.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,18,G-H / SI (Mined),1105.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,18,E-F / VS  (Lab Grown),915.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,PLAT,F-G / VS (Mined),1210.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,PLAT,G-H / SI (Mined),1085.00
WBRDSP,WBRDSP-190M75,Round,Shared Prong,75%,1.9 mm,PLAT,E-F / VS  (Lab Grown),890.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,10,F-G / VS (Mined),1175.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,10,G-H / SI (Mined),975.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,10,E-F / VS  (Lab Grown),545.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,14,F-G / VS (Mined),1445.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,14,G-H / SI (Mined),1245.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,14,E-F / VS  (Lab Grown),815.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,18,F-G / VS (Mined),1730.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,18,G-H / SI (Mined),1530.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,18,E-F / VS  (Lab Grown),1100.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,PLAT,F-G / VS (Mined),1705.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,PLAT,G-H / SI (Mined),1505.00
WBRDSP,WBRDSP-240M75,Round,Shared Prong,75%,2.4 mm,PLAT,E-F / VS  (Lab Grown),1075.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,10,F-G / VS (Mined),1605.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,10,G-H / SI (Mined),1310.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,10,E-F / VS  (Lab Grown),660.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,14,F-G / VS (Mined),1925.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,14,G-H / SI (Mined),1630.00
