StyleCode,VariantCode,Shape,Setting,StoneCount,StoneSize,Metal,Quality,Price
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,10,G-H / SI (Mined),480.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,10,E-F / VS  (Lab Grown),390.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,14,F-G / VS (Mined),720.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,14,G-H / SI (Mined),645.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,14,E-F / VS  (Lab Grown),555.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,18,F-G / VS (Mined),895.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,18,G-H / SI (Mined),820.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,18,E-F / VS  (Lab Grown),730.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,PLAT,F-G / VS (Mined),880.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,PLAT,G-H / SI (Mined),805.00
WBRDMP,WBRDMP-140M00,Round,Micro Prong,Eternity,1.4 mm,PLAT,E-F / VS  (Lab Grown),715.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,10,F-G / VS (Mined),900.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,10,G-H / SI (Mined),740.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,10,E-F / VS  (Lab Grown),490.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,14,F-G / VS (Mined),1125.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,14,G-H / SI (Mined),965.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,14,E-F / VS  (Lab Grown),715.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,18,F-G / VS (Mined),1365.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,18,G-H / SI (Mined),1200.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,18,E-F / VS  (Lab Grown),950.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,PLAT,F-G / VS (Mined),1345.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,PLAT,G-H / SI (Mined),1180.00
WBRDMP,WBRDMP-190M00,Round,Micro Prong,Eternity,1.9 mm,PLAT,E-F / VS  (Lab Grown),930.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,10,F-G / VS (Mined),1415.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,10,G-H / SI (Mined),1155.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,10,E-F / VS  (Lab Grown),595.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,14,F-G / VS (Mined),1695.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,14,G-H / SI (Mined),1435.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,14,E-F / VS  (Lab Grown),875.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,18,F-G / VS (Mined),1990.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,18,G-H / SI (Mined),1730.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,18,E-F / VS  (Lab Grown),1170.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,PLAT,F-G / VS (Mined),1965.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,PLAT,G-H / SI (Mined),1705.00
WBRDMP,WBRDMP-240M00,Round,Micro Prong,Eternity,2.4 mm,PLAT,E-F / VS  (Lab Grown),1145.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,10,F-G / VS (Mined),1960.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,10,G-H / SI (Mined),1580.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,10,E-F / VS  (Lab Grown),735.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,14,F-G / VS (Mined),2300.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,14,G-H / SI (Mined),1915.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,14,E-F / VS  (Lab Grown),1070.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,18,F-G / VS (Mined),2650.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,18,G-H / SI (Mined),2270.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,18,E-F / VS  (Lab Grown),1425.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,PLAT,F-G / VS (Mined),2620.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,PLAT,G-H / SI (Mined),2235.00
WBRDMP,WBRDMP-270M00,Round,Micro Prong,Eternity,2.7 mm,PLAT,E-F / VS  (Lab Grown),1395.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,10,F-G / VS (Mined),260.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,10,G-H / SI (Mined),250.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,10,E-F / VS  (Lab Grown),240.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,14,F-G / VS (Mined),395.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,14,G-H / SI (Mined),390.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,14,E-F / VS  (Lab Grown),380.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,18,F-G / VS (Mined),540.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,18,G-H / SI (Mined),535.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,18,E-F / VS  (Lab Grown),520.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,PLAT,F-G / VS (Mined),530.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,PLAT,G-H / SI (Mined),520.00
WBRDMP,WBRDMP-140M05,Round,Micro Prong,5 Stone,1.4 mm,PLAT,E-F / VS  (Lab Grown),510.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,10,F-G / VS (Mined),360.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,10,G-H / SI (Mined),335.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,10,E-F / VS  (Lab Grown),300.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,14,F-G / VS (Mined),535.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,14,G-H / SI (Mined),515.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,14,E-F / VS  (Lab Grown),475.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,18,F-G / VS (Mined),720.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,18,G-H / SI (Mined),700.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,18,E-F / VS  (Lab Grown),660.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,PLAT,F-G / VS (Mined),705.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,PLAT,G-H / SI (Mined),680.00
WBRDMP,WBRDMP-190M05,Round,Micro Prong,5 Stone,1.9 mm,PLAT,E-F / VS  (Lab Grown),645.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,10,F-G / VS (Mined),555.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,10,G-H / SI (Mined),505.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,10,E-F / VS  (Lab Grown),395.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,14,F-G / VS (Mined),795.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,14,G-H / SI (Mined),740.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,14,E-F / VS  (Lab Grown),635.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,18,F-G / VS (Mined),1040.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,18,G-H / SI (Mined),990.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,18,E-F / VS  (Lab Grown),880.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,PLAT,F-G / VS (Mined),1020.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,PLAT,G-H / SI (Mined),970.00
WBRDMP,WBRDMP-240M05,Round,Micro Prong,5 Stone,2.4 mm,PLAT,E-F / VS  (Lab Grown),860.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,10,F-G / VS (Mined),665.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,10,G-H / SI (Mined),590.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,10,E-F / VS  (Lab Grown),425.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,14,F-G / VS (Mined),915.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,14,G-H / SI (Mined),840.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,14,E-F / VS  (Lab Grown),675.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,18,F-G / VS (Mined),1175.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,18,G-H / SI (Mined),1100.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,18,E-F / VS  (Lab Grown),940.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,PLAT,F-G / VS (Mined),1150.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,PLAT,G-H / SI (Mined),1080.00
WBRDMP,WBRDMP-270M05,Round,Micro Prong,5 Stone,2.7 mm,PLAT,E-F / VS  (Lab Grown),915.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,10,F-G / VS (Mined),285.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,10,G-H / SI (Mined),270.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,10,E-F / VS  (Lab Grown),255.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,14,F-G / VS (Mined),425.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,14,G-H / SI (Mined),415.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,14,E-F / VS  (Lab Grown),400.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,18,F-G / VS (Mined),580.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,18,G-H / SI (Mined),565.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,18,E-F / VS  (Lab Grown),550.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,PLAT,F-G / VS (Mined),565.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,PLAT,G-H / SI (Mined),550.00
WBRDMP,WBRDMP-140M07,Round,Micro Prong,7 Stone,1.4 mm,PLAT,E-F / VS  (Lab Grown),540.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,10,F-G / VS (Mined),405.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,10,G-H / SI (Mined),375.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,10,E-F / VS  (Lab Grown),320.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,14,F-G / VS (Mined),590.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,14,G-H / SI (Mined),555.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,14,E-F / VS  (Lab Grown),505.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,18,F-G / VS (Mined),785.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,18,G-H / SI (Mined),750.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,18,E-F / VS  (Lab Grown),700.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,PLAT,F-G / VS (Mined),770.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,PLAT,G-H / SI (Mined),735.00
WBRDMP,WBRDMP-190M07,Round,Micro Prong,7 Stone,1.9 mm,PLAT,E-F / VS  (Lab Grown),685.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,10,F-G / VS (Mined),650.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,10,G-H / SI (Mined),580.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,10,E-F / VS  (Lab Grown),425.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,14,F-G / VS (Mined),900.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,14,G-H / SI (Mined),830.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,14,E-F / VS  (Lab Grown),675.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,18,F-G / VS (Mined),1160.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,18,G-H / SI (Mined),1090.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,18,E-F / VS  (Lab Grown),935.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,PLAT,F-G / VS (Mined),1135.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,PLAT,G-H / SI (Mined),1065.00
WBRDMP,WBRDMP-240M07,Round,Micro Prong,7 Stone,2.4 mm,PLAT,E-F / VS  (Lab Grown),915.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,10,F-G / VS (Mined),795.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,10,G-H / SI (Mined),690.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,10,E-F / VS  (Lab Grown),465.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,14,F-G / VS (Mined),1055.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,14,G-H / SI (Mined),955.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,14,E-F / VS  (Lab Grown),725.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,18,F-G / VS (Mined),1335.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,18,G-H / SI (Mined),1230.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,18,E-F / VS  (Lab Grown),1005.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,PLAT,F-G / VS (Mined),1310.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,PLAT,G-H / SI (Mined),1205.00
WBRDMP,WBRDMP-270M07,Round,Micro Prong,7 Stone,2.7 mm,PLAT,E-F / VS  (Lab Grown),980.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,10,F-G / VS (Mined),390.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,10,G-H / SI (Mined),355.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,10,E-F / VS  (Lab Grown),310.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,14,F-G / VS (Mined),540.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,14,G-H / SI (Mined),505.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,14,E-F / VS  (Lab Grown),460.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,18,F-G / VS (Mined),700.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,18,G-H / SI (Mined),665.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,18,E-F / VS  (Lab Grown),620.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,PLAT,F-G / VS (Mined),685.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,PLAT,G-H / SI (Mined),650.00
WBRDMP,WBRDMP-140M50,Round,Micro Prong,50%,1.4 mm,PLAT,E-F / VS  (Lab Grown),605.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,10,F-G / VS (Mined),590.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,10,G-H / SI (Mined),505.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,10,E-F / VS  (Lab Grown),380.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,14,F-G / VS (Mined),785.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,14,G-H / SI (Mined),705.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,14,E-F / VS  (Lab Grown),580.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,18,F-G / VS (Mined),995.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,18,G-H / SI (Mined),915.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,18,E-F / VS  (Lab Grown),790.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,PLAT,F-G / VS (Mined),975.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,PLAT,G-H / SI (Mined),895.00
WBRDMP,WBRDMP-190M50,Round,Micro Prong,50%,1.9 mm,PLAT,E-F / VS  (Lab Grown),770.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,10,F-G / VS (Mined),890.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,10,G-H / SI (Mined),760.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,10,E-F / VS  (Lab Grown),480.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,14,F-G / VS (Mined),1150.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,14,G-H / SI (Mined),1020.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,14,E-F / VS  (Lab Grown),735.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,18,F-G / VS (Mined),1420.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,18,G-H / SI (Mined),1290.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,18,E-F / VS  (Lab Grown),1010.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,PLAT,F-G / VS (Mined),1395.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,PLAT,G-H / SI (Mined),1265.00
WBRDMP,WBRDMP-240M50,Round,Micro Prong,50%,2.4 mm,PLAT,E-F / VS  (Lab Grown),985.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,10,F-G / VS (Mined),1165.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,10,G-H / SI (Mined),975.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,10,E-F / VS  (Lab Grown),550.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,14,F-G / VS (Mined),1450.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,14,G-H / SI (Mined),1260.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,14,E-F / VS  (Lab Grown),840.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,18,F-G / VS (Mined),1755.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,18,G-H / SI (Mined),1560.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,18,E-F / VS  (Lab Grown),1140.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,PLAT,F-G / VS (Mined),1725.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,PLAT,G-H / SI (Mined),1535.00
WBRDMP,WBRDMP-270M50,Round,Micro Prong,50%,2.7 mm,PLAT,E-F / VS  (Lab Grown),1115.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,10,F-G / VS (Mined),475.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,10,G-H / SI (Mined),420.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,10,E-F / VS  (Lab Grown),350.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,14,F-G / VS (Mined),635.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,14,G-H / SI (Mined),580.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,14,E-F / VS  (Lab Grown),510.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,18,F-G / VS (Mined),800.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,18,G-H / SI (Mined),745.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,18,E-F / VS  (Lab Grown),675.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,PLAT,F-G / VS (Mined),785.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,PLAT,G-H / SI (Mined),730.00
WBRDMP,WBRDMP-140M75,Round,Micro Prong,75%,1.4 mm,PLAT,E-F / VS  (Lab Grown),660.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,10,F-G / VS (Mined),755.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,10,G-H / SI (Mined),630.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,10,E-F / VS  (Lab Grown),435.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,14,F-G / VS (Mined),965.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,14,G-H / SI (Mined),840.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,14,E-F / VS  (Lab Grown),650.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,18,F-G / VS (Mined),1190.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,18,G-H / SI (Mined),1065.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,18,E-F / VS  (Lab Grown),875.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,PLAT,F-G / VS (Mined),1170.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,PLAT,G-H / SI (Mined),1045.00
WBRDMP,WBRDMP-190M75,Round,Micro Prong,75%,1.9 mm,PLAT,E-F / VS  (Lab Grown),855.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,10,F-G / VS (Mined),1175.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,10,G-H / SI (Mined),975.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,10,E-F / VS  (Lab Grown),545.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,14,F-G / VS (Mined),1450.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,14,G-H / SI (Mined),1245.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,14,E-F / VS  (Lab Grown),815.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,18,F-G / VS (Mined),1735.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,18,G-H / SI (Mined),1530.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,18,E-F / VS  (Lab Grown),1105.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,PLAT,F-G / VS (Mined),1710.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,PLAT,G-H / SI (Mined),1505.00
WBRDMP,WBRDMP-240M75,Round,Micro Prong,75%,2.4 mm,PLAT,E-F / VS  (Lab Grown),1075.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,10,F-G / VS (Mined),1590.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,10,G-H / SI (Mined),1300.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,10,E-F / VS  (Lab Grown),650.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,14,F-G / VS (Mined),1905.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,14,G-H / SI (Mined),1610.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,14,E-F / VS  (Lab Grown),960.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,18,F-G / VS (Mined),2230.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,18,G-H / SI (Mined),1935.00
WBRDMP,WBRDMP-270M75,Round,Micro Prong,75%,2.7 mm,18,E-F / VS  (Lab Grown),1290.00
