DesignNumber,Type,Thumbnail_Folder,Image_Folder,SubType,PrimaryShape,PrimarySetting,AccentShape,AccentSetting,Texture,Halo,ShankStudded,ShankType
RG18000665,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000665/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000665/,Solitaire,Round,4 Prong,Round,U Prong,Plain,Single,Half,Straight
RG18000666,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000666/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000666/,Solitaire,Round,4 Prong,Round,U Prong,Plain,None,Half,Twist
RG18000667,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000667/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000667/,3 Stone,Round,Basket|4 Prong|3 Prong,,,Plain,None,No,Floral
RG18000668,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000668/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000668/,Solitaire,Round,4 Prong|Basket,Round,U Prong,Plain|Beads,Single,Half,Straight
RG18000669,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000669/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000669/,7 Stone,Round,Channel,,,Plain,None,No,Straight
RG18000670,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000670/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000670/,Solitaire,Round,4 Prong|u prong|Basket,Round,U Prong,Plain,Single,Half,Floral
RG18000671,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000671/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000671/,Eternity,,,Round,Channel,Plain,None,Full,Straight
RG18000673,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000673/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000673/,Solitaire,Round,4 Prong|Basket|shared prong,,,Plain,Single,No,Straight
RG18000674,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000674/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000674/,Solitaire,Round,4 Prong|Basket|shared prong,Round,U Prong,Plain,Single,Half,Straight
RG18000675,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000675/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000675/,Eternity,,,Round,U Prong,Plain,None,Full,Straight
RG18000676,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000676/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000676/,Solitaire,Round,4 Prong|Basket,Round,U Prong,Plain,None,Half,Split
RG18000677,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000677/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000677/,Solitaire,Round,4 Prong,Round,U Prong,Plain,Single,Half,Pinch
RG18000678,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000678/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000678/,7 Stone,Round,4 Prong|shared prong|Basket,,,Plain,,No,Straight
RG18000679,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000679/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000679/,Solitaire,Round,4 Prong|Tulip Head,Round,Shared Prong,Plain,None,Half,Floral
RG18000680,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000680/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000680/,Solitaire,Round,4 Prong|Basket|u prong,Round,U Prong,Plain,Single,Half,Bypass|Split
RG18000681,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000681/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000681/,7 Stone,Round,4 Prong|shared prong,,,Plain,None,No,Straight
RG18000682,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000682/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000682/,Solitaire,Round,4 Prong,Round,U Prong|Shared Prong,Plain,None,Half,Split
RG18000683,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000683/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000683/,Eternity,,,Round,U Prong,Plain,None,Full,Straight
RG18000684,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000684/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000684/,7 Stone,Round,u prong,,,Plain,None,No,Straight
RG18000685,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000685/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000685/,Solitaire,Round,Prong Setting|shared prong|Tulip Head,Round,Shared Prong,Beads,None,Half,Dome
RG18000686,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000686/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000686/,Design Band,Round,shared prong,,,Plain,None,No,Straight
RG18000687,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000687/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000687/,Solitaire,Round,4 Prong,,,Plain,Single,No,Straight
RG18000688,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000688/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000688/,Design Band,Round,Prong Setting,,,Plain|Rope,None,No,Straight
RG18000689,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000689/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000689/,Design Band,Round,Prong Setting,,,Plain,None,No,Straight
RG18000690,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000690/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000690/,Eternity,Round,shared prong,,,Plain,None,No,Straight
RG18000691,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000691/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000691/,Eternity,Round,shared prong,,,Plain,None,No,Straight
RG18000692,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000692/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000692/,Solitaire,Emerald,"Tulip Head|""4 Prong|V-Prong""",,,Plain,None,No,Split
RG18000693,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000693/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000693/,Solitaire,Round,4 Prong|Basket,Round,Shared Prong,Plain,None,No,Straight
RG18000694,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000694/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000694/,Solitaire,Round,6 Prong|Basket,,,Plain,None,No,Knife-Edge
RG18000695,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000695/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000695/,Eternity,Round,u prong|shared prong,,,Plain,None,Three Quarter,Straight
RG18000696,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000696/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000696/,Half Eternity,Round,4 Prong,,,Plain,None,,Straight
RG18000697,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000697/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000697/,Half Eternity,Round,4 Prong|shared prong,,,Plain,None,Half,Straight
RG18000698,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000698/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000698/,Solitaire,Oval,4 Prong,,,Plain,Single,No,Floral
RG18000699,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000699/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000699/,Solitaire,Pear,"Tulip Head|""3 Prong|V-Prong""",,,Plain,Single,No,Floral
RG18000700,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000700/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000700/,Solitaire,Emerald,4 Prong|Tulip Head|shared prong,,,Plain,Single,No,Straight
RG18000701,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000701/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000701/,5 Stone,Asscher,u prong|shared prong,,,Plain,None,No,Dome
RG18000702,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000702/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000702/,7 Stone,Emerald|Round,4 Prong|Basket|shared prong,,,Plain,None,No,Straight
RG18000703,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000703/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000703/,7 Stone,Princess,4 Prong,Round,Shared Prong,Plain,None,No,Straight
RG18000704,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000704/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000704/,7 Stone,Oval,4 Prong|Basket,Round,Shared Prong,Plain,None,No,Straight
RG18000705,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000705/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000705/,7 Stone,Pear,"""3 Prong|V-Prong""",Round,Shared Prong,Plain,None,No,Straight
RG18000706,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000706/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000706/,3 Stone,Emerald|Oval,4 Prong,Round,U Prong,Plain,None,Three Quarter,Straight
RG18000707,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000707/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000707/,Eternity,Round,4 Prong|shared prong,,,Plain,None,No,Straight
RG18000708,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000708/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000708/,Eternity,Round,Bezel|shared prong,,,Plain,None,No,Straight
RG18000709,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000709/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000709/,3 Stone,Round,4 Prong,,,Plain,None,No,Straight|Split
RG18000710,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000710/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000710/,Solitaire,Round,4 Prong,,,Plain,None,No,Wide
RG18000711,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000711/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000711/,Solitaire,Emerald,4 Prong|Basket,Round,U Prong,Plain,None,Half,Split
RG18000712,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000712/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000712/,Solitaire,Emerald,4 Prong|Basket,Round,U Prong,Plain,None,Half,Split
RG18000713,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000713/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000713/,Solitaire,Oval,4 Prong|Basket,Round,U Prong,Plain,None,Half,Split
RG18000714,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000714/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000714/,Eternity,Round,shared prong,,,Plain,None,No,Straight
RG18000715,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000715/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000715/,3 Stone,Round,4 Prong|Basket,Round,U Prong,Plain,None,Half,Straight
RG18000716,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000716/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000716/,3 Stone,Cushion,4 Prong,Round,U Prong,Plain,None,Half,Straight
RG18000717,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000717/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000717/,3 Stone,Radiant|Round,Basket|4 Prong,Round,U Prong,Plain,None,Half,Straight
RG18000718,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000718/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000718/,3 Stone,Oval,4 Prong|Basket,Round,U Prong,Plain,None,Half,Straight
RG18000719,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000719/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000719/,5 Stone,Round,Basket|shared prong,,,Plain,None,No,Floral
RG18000720,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000720/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000720/,Cluster,Round,Prong Setting,,,Plain,None,No,Straight
RG18000721,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000721/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000721/,Design Band,Round,4 Prong,,,Plain,None,No,Bypass|Straight
RG18000722,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000722/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000722/,Solitaire,Round,6 Prong,Round,U Prong,Plain,None,Three Quarter,Straight
RG18000723,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000723/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000723/,Eternity,Emerald,shared prong,,,Plain,None,Three Quarter,Straight
RG18000724,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000724/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000724/,3 Stone,Asscher,4 Prong,Round,3 Prong,Plain,None,No,Floral
RG18000725,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000725/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000725/,3 Stone,Radiant|Round,4 Prong|Basket,Round,3 Prong,Plain,None,No,Floral
RG18000726,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000726/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000726/,3 Stone,Marquise,4 Prong,Round,3 Prong,Plain,None,No,Floral
RG18000727,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000727/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000727/,3 Stone,Oval,4 Prong|Basket,Round,3 Prong,Plain,None,No,Floral
RG18000728,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000728/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000728/,Solitaire,Cushion,4 Prong|Basket,Round,U Prong,Plain,None,Half,Straight
RG18000729,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000729/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000729/,Solitaire,Oval,4 Prong|Basket,Round,U Prong,Plain,None,Half,Straight
RG18000730,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000730/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000730/,Solitaire,Asscher,4 Prong|Basket,Round,U Prong,Plain,None,Half,Straight
RG18000731,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000731/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000731/,Solitaire,Emerald,4 Prong|Basket|Prong Setting,Round,U Prong,Plain,Single,Half,Straight
RG18000732,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000732/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000732/,Solitaire,Cushion,4 Prong|Basket|Prong Setting,Round,U Prong,Plain,Single,Half,Straight
RG18000733,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000733/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000733/,Solitaire,Radiant,4 Prong,Round,U Prong,Plain,None,Half,Split
RG18000734,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000734/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000734/,Solitaire,Cushion,4 Prong|Basket,Round,U Prong,Plain,None,Half,Split
RG18000735,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000735/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000735/,Solitaire,Princess,Basket|8 Prong,Round,U Prong,Plain,None,Half,Straight
RG18000736,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000736/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000736/,Cluster,Round,shared prong,,,Plain,None,No,Split
RG18000737,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000737/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000737/,Design Band,Round,4 Prong,,,Plain,None,No,Bypass
RG18000738,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000738/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000738/,Design Band,Round,4 Prong,,,Plain,None,No,Split|Bypass|Wide
RG18000739,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000739/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000739/,Cluster,Round,Prong Setting,,,Plain,None,No,Bypass
RG18000740,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000740/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000740/,Design Band,Round,Bezel,,,Plain,None,No,Straight
RG18000741,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000741/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000741/,Design Band,Round,shared prong,,,Plain,None,1 Side shank,Bypass
RG18000742,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000742/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000742/,Cluster|Design Band,Round,Prong Setting,,,Plain,None,No,Bypass|Straight
RG18000743,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000743/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000743/,Design Band,Round,shared prong,,,Plain,None,No,Straight
RG18000744,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000744/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000744/,Solitaire,Emerald,8 Prong|Basket,Round,U Prong,Plain,None,Half,Straight
RG18000745,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000745/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000745/,Solitaire,Princess,Collet,Round,Prong Setting,Plain,Single,Quarter,Wide
RG18000746,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000746/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000746/,3 Stone,Radiant,4 Prong|Basket,Trapezoid,Prong Setting,Plain,Hidden,No,Straight
RG18000747,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000747/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000747/,Solitaire,Pear|Round,"""3 Prong|V-Prong""|u prong",Round,U Prong,Plain,Single,Half,Dome
RG18000748,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000748/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000748/,Vintage,Round,3 Prong,Round,Collet,Plain,Double,No,filigree
RG18000749,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000749/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000749/,Vintage,Round,3 Prong,Round,Collet,Plain,Triple,No,filigree
RG18000750,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000750/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000750/,Solitaire,Round,4 Prong,Round,Prong Setting,Plain,None,Half,Cathedral|Straight
RG18000751,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000751/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000751/,Solitaire,Round,6 Prong|Basket,Round,U Prong,Plain,None,Three Quarter,Straight
RG18000752,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000752/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000752/,Vintage,Round,3 Prong,,Prong Setting,Filigree|Engrave,Double,No,Split
RG18000753,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000753/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000753/,Cluster|Design Band,Round,Pressure|Collet,,,Plain,None,No,Petit
RG18000754,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG18000754/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG18000754/,Cluster,Round,4 Prong|Pressure,,,Filigree,Single,No,Knife-Edge
RG19000755,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000755/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000755/,Cluster,Round,4 Prong|Pressure,Round,Micro Pave,Plain,Single,Half,Split
RG19000756,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000756/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000756/,Cluster,Round,Pressure,Round,U Prong,Plain,None,Half,Split
RG19000757,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000757/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000757/,Cluster,Round,Pressure,Round,Shared Prong|U Prong,Plain,Double,Half,Split
RG19000758,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000758/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000758/,Cluster,Round,Pressure,Round,U Prong,Plain,Single,Half,Split
RG19000759,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000759/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000759/,Design Band,Round,shared prong|Collet,,,Plain,None,No,Wide
RG19000760,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000760/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000760/,Design Band,Round,Prong Setting,,,Plain,None,No,Petit
RG19000761,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000761/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000761/,Solitaire,Round,Collet|4 Prong,Round,Micro Pave,Plain,Triple,Half,Split
RG19000762,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000762/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000762/,Solitaire,Round,Prong Setting,Round,Prong Setting,Plain,Double,Half,Split|Wide
RG19000763,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000763/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000763/,Design Band,Round,shared prong|Collet,Round,Prong Setting,Plain,None,Third,Split
RG19000764,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000764/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000764/,Eternity,Round,shared prong,,,Plain,Single,No,Straight
RG19000765,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000765/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000765/,Solitaire,Asscher,4 Prong,Round,U Prong,Plain,Single,Half,Straight
RG19000766,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000766/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000766/,Solitaire,Round,6 Prong|Basket,,,Plain,None,No,Knife-Edge
RG19000767,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000767/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000767/,Cluster,Round,Pressure|Prong Setting,,,Filigree|Enamel,None,No,filigree
RG19000768,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000768/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000768/,Cluster|intermittent,,,Round,Pressure|Prong Setting,Plain,Single,No,Dome
RG19000769,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000769/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000769/,Crossover|Cluster,,,Round,Prong Setting|Micro Pave,Plain,None,No,Split|Wide
RG19000770,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG19000770/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG19000770/,Half Eternity,,,Round,Prong Setting,Beads,None,No,Straight
