DesignNumber,Type,Thumbnail_Folder,Image_Folder,SubType,PrimaryShape,PrimarySetting,AccentShape,AccentSetting,Texture,Halo,ShankStudded,ShankType
RG02000072,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG02000072/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG02000072/,Solitaire,Round,4 Prong,Round|Pear,3 Prong,Plain,None,No,Straight
RG02000073,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG02000073/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG02000073/,5 Stone,Round,4 Prong,Marquise|Round,2 Prong,Plain,None,No,Floral
RG02000074,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG02000074/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG02000074/,5 Stone,Round,4 Prong,Marquise|Round,2 Prong,Plain,None,No,Straight
RG03000001,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000001/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000001/,Anniversary,,,Round,U Prong,Plain,None,No,Wide
RG03000002,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000002/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000002/,Anniversary,,,Round,Micro Pave|U Prong,Plain,None,No,Wide
RG03000003,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000003/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000003/,Anniversary,,,Round,U Prong|Pave,Plain,None,No,Wide
RG03000423,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000423/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000423/,Eternity,,,Round,Pave,Plain,None,No,Tapered
RG03000425,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000425/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000425/,Solitaire,Round,4 Prong,Round,4 Prong|U Prong|Basket,Plain,None,No,Straight
RG03000444,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000444/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000444/,Toi Moi,Princess,4 Prong,,,Plain,None,No,Split
RG03000463,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000463/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000463/,Toi Moi,Princess,4 Prong,,Basket,Plain,None,No,Twist
RG03000504,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000504/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000504/,3 Stone|Design Band,Emerald|Marquise|Pear,4 Prong,Round,Pave,Plain,Single,No,Split|Floral
RG03000549,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000549/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000549/,Anniversary,,,Round,Pave,Plain,None,No,Dome|Wide
RG03000638,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000638/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000638/,Solitaire,Round,4 Prong,Round,4 Prong|U Prong|Basket,Plain,None,Half,Split|Twist
RG03000667,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000667/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000667/,Solitaire,Oval,4 Prong,Round,Basket|U Prong,Plain,None,Half,Straight
RG03000689,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000689/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000689/,3 Stone,Oval,4 Prong,Round,U Prong,Plain,None,Half,Straight
RG03000704,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000704/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000704/,Solitaire,Radiant,4 Prong,Round,U Prong,Plain,None,Half,Split
RG03000811,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000811/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000811/,Anniversary,,,Round,U Prong,Plain,None,Half,Straight
RG03000966,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000966/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000966/,Eternity,,,Emerald,4 Prong,Plain,None,No,Straight
RG03000972,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000972/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000972/,Eternity,,,Round,Pave,Plain,None,No,Straight
RG03000996,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03000996/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03000996/,Eternity,,,Round,Pave,Engrave|Emboss,None,No,Straight
RG03001053,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001053/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001053/,Stackable|Solitaire,Cushion,4 Prong,Round,U Prong|Pave,Plain,None,No,Straight
RG03001170,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001170/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001170/,Eternity|Design Band,,,Round,Pave,Plain,None,No,Twist
RG03001172,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001172/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001172/,Anniversary,,,Round,Flush,Plain,None,No,Tapered
RG03001175,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001175/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001175/,5 Stone,Princess,4 Prong,Princess,4 Prong,Plain,None,No,Dome
RG03001176,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001176/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001176/,5 Stone,Round,Channel,Round,Channel,Plain,None,No,Straight|Wide
RG03001180,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001180/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001180/,Solitaire,Round,,Round,Flush,Plain,None,No,Straight
RG03001184,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001184/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001184/,Solitaire,Round,4 Prong,Round,4 Prong|Pave,Plain,None,No,Cathedral|Bypass
RG03001200,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001200/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001200/,Eternity,,,Round,4 Prong|Pave,Plain,None,No,Straight
RG03001211,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001211/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001211/,Solitaire,Round,4 Prong,,,Plain,None,No,Bypass
RG03001216,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001216/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001216/,Solitaire,Oval,4 Prong,Round,,Plain,Single,No,Floral|Split
RG03001242,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001242/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001242/,Cluster,Round,4 Prong,Round,U Prong,Plain,Single,Quarter,Split
RG03001244,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001244/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001244/,Cluster,,,Round,Pave,Engrave,None,No,Straight
RG03001280,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001280/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001280/,Floral|Cocktail,Round,Pressure,Round,Pave,Plain|Filigree,None,No,Dome
RG03001293,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001293/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001293/,Solitaire,Round,4 Prong,Round,Pave,Plain,Hidden,Three Quarter,Straight
RG03001296,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001296/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001296/,3 Stone,Emerald,4 Prong,Emerald|Round,Collet|U Prong,Plain,None,No,Split
RG03001311,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001311/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001311/,Anniversary,Round,Plate Prong,Round,U Prong,Plain,None,Half,Split
RG03001336,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001336/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001336/,Solitaire,Round,4 Prong,Round,U Prong,Plain,None,No,Bypass
RG03001347,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001347/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001347/,Design Band,Round,4 Prong,Round,Collet,Plain,None,No,Split
RG03001384,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03001384/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03001384/,Solitaire,Princess,4 Prong,Round,Pave,Plain,Hidden,Half,Split
RG03003430,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03003430/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03003430/,Design Band,Round,4 Prong,Round,Pave,Plain,None,No,Straight
RG03004952,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03004952/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03004952/,Promise,Round,4 Prong,Round,Pave,Plain,None,No,Bypass
RG03005586,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03005586/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03005586/,Design Band|Promise,,,Round,Bezel,Plain,None,No,Bypass
RG03005588,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG03005588/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG03005588/,Heart|Promise,,,Round,Bezel,Plain,None,No,Straight
RG05000001,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000001/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000001/,Design Band,,,Round,Pave,Plain,None,No,Straight
RG05000002,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000002/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000002/,Design Band,Round,Pave,Round,Pave,Plain|Filigree,Single,Half,Split
RG05000003,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000003/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000003/,Cluster|Cocktail,Round,Pave,Round,Pave,Plain,None,No,Straight
RG05000004,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000004/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000004/,Design Band,Round,Pave,Round,Pave,Filigree,None,No,Split
RG05000005,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000005/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000005/,Cluster,,,Round,Prong Setting,Engrave,None,No,Straight
RG05000006,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000006/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000006/,Design Band,,,Round,Pave|Prong Setting,Plain,None,No,Straight
RG05000007,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000007/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000007/,Cocktail|Design Band,,,Round,Pave,Plain,None,No,Straight
RG05000008,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000008/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000008/,Design Band,Round,Pave,Round,Pave,Plain,None,No,Straight
RG05000009,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000009/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000009/,Design Band,,,Round,Pave,Plain,None,No,Straight
RG05000010,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000010/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000010/,Design Band,Round,Pave,,,Plain,None,No,Straight
RG05000011,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000011/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000011/,Design Band,,,Round,Pave,Plain,None,No,Tapered
RG05000012,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000012/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000012/,Design Band,,,Round,Pave,Plain,None,No,Tapered
RG05000013,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000013/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000013/,Design Band,Round,Prong Setting,Round,Pave|Prong Setting,Plain,None,No,Tapered
RG05000014,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000014/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000014/,Design Band,Round,Pave,Round,Pave,Plain,None,No,Tapered
RG05000015,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000015/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000015/,Design Band,,,Round,Pave,Plain,None,No,Tapered
RG05000016,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000016/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000016/,Design Band,,,Round,Pave,Plain,None,No,Tapered
RG05000017,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000017/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000017/,Design Band,,,Round,Pave,Plain,None,No,Tapered
RG05000018,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000018/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000018/,Design Band,Round,Pave,Round,Prong Setting,Plain,None,No,Tapered
RG05000019,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000019/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000019/,Design Band,Round,Prong Setting,,,Plain,None,No,Tapered
RG05000020,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000020/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000020/,Design Band,Round,Prong Setting,Round,Prong Setting,Plain,None,No,Tapered
RG05000021,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000021/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000021/,Design Band,Round,Pave,Round,Prong Setting,Plain,None,No,Tapered
RG05000022,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000022/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000022/,Design Band,Round,Pave,Round,Prong Setting,Plain,None,No,Tapered
RG05000023,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000023/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000023/,Design Band,Round,Pave,Round,Prong Setting,Plain,Single,No,Tapered
RG05000024,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000024/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000024/,Design Band,Round,Pave,Round,Pave,Plain,None,Half,Tapered
RG05000025,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000025/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000025/,Design Band,Round,Pave,Round,Prong Setting,Plain,None,Half,Tapered
RG05000026,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000026/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000026/,Design Band,Round,Pave,Round,Prong Setting,Plain,None,9 Stone,Tapered
RG05000027,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000027/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000027/,Design Band,Round,Bezel,Round,Prong Setting,Plain|Emboss,None,Half,Tapered
RG05000028,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000028/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000028/,Design Band,Round,Prong Setting,Round,Prong Setting,Plain,None,Half,Tapered
RG05000029,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000029/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000029/,Design Band,Round,Bezel,Round,Pave,Plain,None,No,Tapered
RG05000030,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000030/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000030/,Design Band,Round,Pave,Round,Pave,Plain,None,Half,Tapered
RG05000031,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000031/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000031/,Design Band,Round,Prong Setting,Round,Pave,Emboss|Plain,None,1 Stone,Tapered
RG05000032,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000032/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000032/,Design Band,Round,Pave,,,Emboss|Plain,None,No,Tapered
RG05000033,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000033/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000033/,Design Band,Round,Pave,Round,Prong Setting,Plain,None,No,Tapered
RG05000034,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000034/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000034/,Design Band,Round,Prong Setting,Round,Prong Setting,Plain,None,No,Tapered
RG05000035,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000035/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000035/,Design Band,Round,Pave,Round,Pave,Plain,None,Half,Tapered
RG05000036,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000036/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000036/,Design Band,Round,Pave,Round,Pave,Plain,Single,Half,Tapered
RG05000037,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000037/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000037/,Design Band,Round,Bezel,Round,Pave,Plain,Single,No,Tapered
RG05000038,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000038/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000038/,Design Band,Round,Pave,,,Plain,None,No,Tapered
RG05000039,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000039/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000039/,Design Band,Round,Collet,Round,Pave,Plain,None,Half,Tapered
RG05000040,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000040/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000040/,Design Band,,,Round,Pave|Prong Setting,Plain,None,Half,Tapered
RG05000041,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000041/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000041/,Design Band,Round,Pave,Round,Pave|Prong Setting,Plain,None,Half,Tapered
RG05000042,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000042/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000042/,Design Band,Round,Bezel,Round,Pave|Prong Setting,Plain,None,Half,Tapered
RG05000043,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000043/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000043/,Design Band,Round,Pave,,,Plain,None,No,Tapered
RG05000044,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000044/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000044/,Design Band,Round,Prong Setting|Pave,,,Plain,None,No,Tapered
RG05000045,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000045/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000045/,Design Band,Round,Collet,Round,Pave,Plain,None,Half,Tapered
RG05000046,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000046/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000046/,Design Band,Round,Prong Setting,Round,Prong Setting,Plain,None,No,Tapered
RG05000047,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000047/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000047/,Design Band,,,Round,Pave,Plain,None,No,Tapered
RG05000048,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000048/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000048/,Design Band,Round,Pave,Round,Prong Setting,Plain,None,Half,Tapered
RG05000049,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000049/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000049/,Design Band,Round,Bezel|Pave,Round,Prong Setting,Plain,None,Half,Tapered
RG05000050,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000050/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000050/,Design Band,Round,Pave,Round,Pave|Bezel,Plain,None,Half,Tapered
RG05000051,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000051/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000051/,Design Band,Round,Pave,Round,Pave,Plain,None,Half,Tapered
RG05000052,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000052/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000052/,Design Band,,,Round,Collet|Bezel|Prong Setting,Plain,None,Half,Straight
RG05000053,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000053/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000053/,Design Band,,,Round,Prong Setting,Plain,None,No,Straight
RG05000054,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000054/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000054/,Design Band,,,Round,Prong Setting,Plain,None,Half,Straight
RG05000055,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000055/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000055/,Design Band,,,Round,Prong Setting,Plain,None,Half,Straight
RG05000056,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000056/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000056/,Design Band,,,Round,Prong Setting,Plain,None,Half,Straight
RG05000057,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000057/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000057/,Design Band,,,Round,Bezel|Prong Setting,Plain,None,Half,Straight
RG05000058,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000058/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000058/,Design Band,,,Round,Prong Setting,Plain,None,Half,Straight
RG05000059,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000059/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000059/,Design Band,,,Round,Prong Setting|Bezel,Plain,None,Half,Straight
RG05000060,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000060/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000060/,Design Band,,,Round,Collet|Pave|Prong Setting,Plain,None,No,Straight
RG05000061,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000061/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000061/,Design Band,,,Round,Prong Setting,Plain,None,Half,Straight
RG05000062,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000062/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000062/,Design Band,,,Round,Prong Setting,Plain,None,Half,Straight
RG05000063,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000063/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000063/,Design Band,,,Round,Prong Setting,Plain,None,No,Straight
RG05000064,Ring,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_400px/RG05000064/,https://mwljewels.s3.dualstack.us-east-2.amazonaws.com/images_1000px/RG05000064/,Design Band,,,Round,Prong Setting,Plain,None,Three Quarter,Straight
